language1,language2,common_actors
JavaScript,AspectJ,1
JavaScript,Slash,0
JavaScript,Bro,0
JavaScript,XProc,0
JavaScript,Groff,2
JavaScript,Agda,0
JavaScript,Factor,1
JavaScript,Ceylon,2
JavaScript,ooc,0
JavaScript,Mercury,0
JavaScript,Papyrus,0
JavaScript,Red,0
JavaScript,PAWN,0
JavaScript,Nimrod,0
JavaScript,SRecode Template,0
JavaScript,Isabelle,1
JavaScript,IGOR Pro,0
JavaScript,DTrace,0
JavaScript,Xojo,0
JavaScript,PureBasic,0
JavaScript,Augeas,0
JavaScript,CLIPS,1
JavaScript,TI Program,0
JavaScript,wdl,0
JavaScript,PigLatin,0
JavaScript,Propeller Spin,0
JavaScript,Io,1
JavaScript,Arc,0
JavaScript,Pan,0
JavaScript,Grammatical Framework,0
JavaScript,Ballerina,1
JavaScript,Pure Data,0
JavaScript,Parrot,0
JavaScript,Turing,1
JavaScript,MQL4,0
JavaScript,Max,0
JavaScript,Meson,0
JavaScript,Smali,0
JavaScript,LoomScript,0
JavaScript,Clean,0
JavaScript,Limbo,1
JavaScript,Uno,1
JavaScript,Volt,0
JavaScript,ECL,0
JavaScript,BlitzBasic,0
JavaScript,PicoLisp,0
JavaScript,Cool,0
JavaScript,Zephir,0
JavaScript,ATS,0
JavaScript,Self,0
JavaScript,Logtalk,0
JavaScript,WebIDL,1
JavaScript,EQ,0
JavaScript,CWeb,0
JavaScript,Diff,0
JavaScript,Csound Document,1
Python,Java,792
Python,HTML,1300
Python,Ruby,464
Python,PHP,359
Python,C++,829
Python,C#,182
Python,CSS,676
Python,Go,437
Python,TypeScript,195
Python,C,595
Python,Shell,1047
Python,Swift,69
Python,Scala,82
Python,PowerShell,39
Python,Rust,87
Python,Jupyter Notebook,443
Python,Objective-C,45
Python,DM,3
Python,Kotlin,25
Python,R,47
Python,Elixir,23
Python,Perl,79
Python,Lua,44
Python,Makefile,143
Python,Vue,28
Python,Groovy,58
Python,TeX,105
Python,Haskell,34
Python,CoffeeScript,39
Python,Clojure,25
Python,Julia,20
Python,Vim script,45
Python,HCL,43
Python,OCaml,11
Python,XSLT,22
Python,Matlab,47
Python,CMake,85
Python,Dart,12
Python,Nix,8
Python,Emacs Lisp,29
Python,Arduino,30
Python,Puppet,32
Python,Erlang,20
Python,Smarty,29
Python,PLpgSQL,30
Python,Visual Basic,5
Python,F#,2
Python,Batchfile,21
Python,Fortran,14
Python,D,5
Python,Assembly,16
Python,Elm,6
Python,Crystal,4
Python,SaltStack,30
Python,Vala,8
Python,ColdFusion,0
Python,Haxe,2
Python,PLSQL,7
Python,Modelica,4
Python,Tcl,7
Python,SQF,1
Python,Gherkin,18
Python,Pascal,5
Python,Roff,6
Python,QML,9
Python,Processing,3
Python,ASP,4
Python,Common Lisp,7
Python,MAXScript,0
Python,Perl 6,3
Python,BitBake,14
Python,PostScript,7
Python,Verilog,9
Python,FreeMarker,3
Python,PureScript,2
Python,Apex,3
Python,Nim,5
Python,Smalltalk,1
Python,Mathematica,4
Python,ApacheConf,4
Python,Protocol Buffer,25
Python,SQLPL,1
Python,Racket,1
Python,Standard ML,5
Python,Liquid,0
Python,Chapel,1
Python,Logos,1
Python,Scheme,9
Python,Prolog,6
Python,VHDL,7
Python,Web Ontology Language,6
Python,Yacc,0
Python,SourcePawn,2
Python,GAP,1
Python,ActionScript,1
Python,Coq,2
Python,RobotFramework,5
Python,Eagle,6
Python,Nginx,16
Python,API Blueprint,2
Python,WebAssembly,0
Python,LLVM,1
Python,GDScript,2
Python,VimL,8
Python,SMT,0
Python,M4,8
Python,ABAP,0
Python,Inform 7,0
Python,Cuda,6
Python,GLSL,3
Python,Ren'Py,0
Python,DIGITAL Command Language,2
Python,Shen,1
Python,1C Enterprise,0
Python,Objective-C++,2
Python,NSIS,0
Python,XC,1
Python,RAML,4
Python,COBOL,0
Python,nesC,0
Python,Gnuplot,2
Python,AutoHotkey,0
Python,Scilab,1
Python,SystemVerilog,0
Python,LookML,0
Python,Ada,0
Python,GCC Machine Description,0
Python,Brainfuck,1
Python,XQuery,0
Python,Gosu,0
Python,OpenEdge ABL,1
Python,Xtend,0
Python,HLSL,0
Python,EmberScript,3
Python,P4,3
Python,OpenSCAD,1
Python,Pony,1
Python,Game Maker Language,0
Python,AngelScript,0
Python,LiveScript,0
Python,Hack,1
Python,Stata,1
Python,UnrealScript,0
Python,FORTRAN,0
Python,SAS,0
Python,NCL,0
Python,Eiffel,0
Python,LabVIEW,0
Python,Objective-J,0
Python,CartoCSS,1
Python,ShaderLab,0
Python,POV-Ray SDL,1
Python,APL,1
Python,AppleScript,1
Python,NetLogo,0
Python,QMake,2
Python,Perl6,0
Python,LilyPond,0
Python,ANTLR,0
Python,Thrift,3
Python,MoonScript,2
Python,AMPL,2
Python,GAMS,0
Python,Forth,0
Python,Mako,3
Python,Inno Setup,3
Python,VCL,2
Python,Harbour,0
Python,Rascal,1
Python,AGS Script,2
Python,LSL,1
Python,SuperCollider,0
Python,M,0
Python,Brightscript,0
Python,Idris,1
Python,Lex,0
Python,Stan,0
Python,HyPhy,0
Python,Component Pascal,0
Python,Lean,0
Python,Mask,0
Python,xBase,0
Python,Ragel,0
Python,Squirrel,2
Python,AutoIt,0
Python,KiCad,1
Python,Awk,2
Python,E,0
Python,IDL,0
Python,Terra,0
Python,Lasso,0
Python,Ring,0
Python,NewLisp,0
Python,Rebol,0
Python,AspectJ,0
Python,Slash,1
Python,Bro,1
Python,XProc,0
Python,Groff,0
Python,Agda,0
Python,Factor,1
Python,Ceylon,2
Python,ooc,0
Python,Mercury,0
Python,Papyrus,0
Python,Red,0
Python,PAWN,0
Python,Nimrod,0
Python,SRecode Template,0
Python,Isabelle,0
Python,IGOR Pro,1
Python,DTrace,0
Python,Xojo,0
Python,PureBasic,0
Python,Augeas,0
Python,CLIPS,0
Python,TI Program,0
Python,wdl,0
Python,PigLatin,0
Python,Propeller Spin,0
Python,Io,0
Python,Arc,1
Python,Pan,2
Python,Grammatical Framework,0
Python,Ballerina,0
Python,Pure Data,1
Python,Parrot,0
Python,Turing,1
Python,MQL4,0
Python,Max,0
Python,Meson,0
Python,Smali,0
Python,LoomScript,0
Python,Clean,0
Python,Limbo,1
Python,Uno,0
Python,Volt,0
Python,ECL,0
Python,BlitzBasic,0
Python,PicoLisp,1
Python,Cool,0
Python,Zephir,0
Python,ATS,0
Python,Self,0
Python,Logtalk,0
Python,WebIDL,0
Python,EQ,0
Python,CWeb,0
Python,Diff,0
Python,Csound Document,0
Java,HTML,954
Java,Ruby,284
Java,PHP,270
Java,C++,362
Java,C#,246
Java,CSS,457
Java,Go,221
Java,TypeScript,278
Java,C,259
Java,Shell,460
Java,Swift,101
Java,Scala,141
Java,PowerShell,11
Java,Rust,21
Java,Jupyter Notebook,48
Java,Objective-C,156
Java,DM,2
Java,Kotlin,179
Java,R,23
Java,Elixir,4
Java,Perl,36
Java,Lua,15
Java,Makefile,76
Java,Vue,14
Java,Groovy,138
Java,TeX,32
Java,Haskell,19
Java,CoffeeScript,21
Java,Clojure,34
Java,Julia,1
Java,Vim script,6
Java,HCL,8
Java,OCaml,8
Java,XSLT,51
Java,Matlab,19
Java,CMake,8
Java,Dart,15
Java,Nix,1
Java,Emacs Lisp,7
Java,Arduino,15
Java,Puppet,9
Java,Erlang,7
Java,Smarty,8
Java,PLpgSQL,17
Java,Visual Basic,6
Java,F#,3
Java,Batchfile,10
Java,Fortran,1
Java,D,1
Java,Assembly,7
Java,Elm,2
Java,Crystal,3
Java,SaltStack,2
Java,Vala,2
Java,ColdFusion,2
Java,Haxe,3
Java,PLSQL,12
Java,Modelica,1
Java,Tcl,1
Java,SQF,0
Java,Gherkin,15
Java,Pascal,7
Java,Roff,11
Java,QML,2
Java,Processing,1
Java,ASP,4
Java,Common Lisp,0
Java,MAXScript,0
Java,Perl 6,0
Java,BitBake,1
Java,PostScript,3
Java,Verilog,0
Java,FreeMarker,6
Java,PureScript,0
Java,Apex,0
Java,Nim,0
Java,Smalltalk,0
Java,Mathematica,0
Java,ApacheConf,4
Java,Protocol Buffer,13
Java,SQLPL,7
Java,Racket,1
Java,Standard ML,5
Java,Liquid,1
Java,Chapel,0
Java,Logos,3
Java,Scheme,3
Java,Prolog,6
Java,VHDL,3
Java,Web Ontology Language,8
Java,Yacc,1
Java,SourcePawn,0
Java,GAP,0
Java,ActionScript,3
Java,Coq,1
Java,RobotFramework,2
Java,Eagle,0
Java,Nginx,2
Java,API Blueprint,0
Java,WebAssembly,0
Java,LLVM,1
Java,GDScript,1
Java,VimL,2
Java,SMT,1
Java,M4,0
Java,ABAP,1
Java,Inform 7,0
Java,Cuda,1
Java,GLSL,0
Java,Ren'Py,1
Java,DIGITAL Command Language,1
Java,Shen,2
Java,1C Enterprise,0
Java,Objective-C++,4
Java,NSIS,0
Java,XC,0
Java,RAML,5
Java,COBOL,0
Java,nesC,0
Java,Gnuplot,0
Java,AutoHotkey,0
Java,Scilab,0
Java,SystemVerilog,0
Java,LookML,0
Java,Ada,0
Java,GCC Machine Description,3
Java,Brainfuck,3
Java,XQuery,2
Java,Gosu,0
Java,OpenEdge ABL,4
Java,Xtend,9
Java,HLSL,0
Java,EmberScript,0
Java,P4,1
Java,OpenSCAD,0
Java,Pony,0
Java,Game Maker Language,0
Java,AngelScript,0
Java,LiveScript,0
Java,Hack,1
Java,Stata,0
Java,UnrealScript,0
Java,FORTRAN,0
Java,SAS,0
Java,NCL,0
Java,Eiffel,1
Java,LabVIEW,0
Java,Objective-J,0
Java,CartoCSS,0
Java,ShaderLab,0
Java,POV-Ray SDL,0
Java,APL,0
Java,AppleScript,1
Java,NetLogo,0
Java,QMake,0
Java,Perl6,1
Java,LilyPond,0
Java,ANTLR,1
Java,Thrift,3
Java,MoonScript,0
Java,AMPL,2
Java,GAMS,0
Java,Forth,0
Java,Mako,1
Java,Inno Setup,0
Java,VCL,0
Java,Harbour,0
Java,Rascal,0
Java,AGS Script,0
Java,LSL,0
Java,SuperCollider,0
Java,M,1
Java,Brightscript,0
Java,Idris,0
Java,Lex,3
Java,Stan,0
Java,HyPhy,0
Java,Component Pascal,0
Java,Lean,0
Java,Mask,0
Java,xBase,0
Java,Ragel,0
Java,Squirrel,0
Java,AutoIt,0
Java,KiCad,0
Java,Awk,1
Java,E,1
Java,IDL,0
Java,Terra,2
Java,Lasso,0
Java,Ring,0
Java,NewLisp,0
Java,Rebol,0
Java,AspectJ,1
Java,Slash,1
Java,Bro,0
Java,XProc,0
Java,Groff,0
Java,Agda,0
Java,Factor,0
Java,Ceylon,0
Java,ooc,0
Java,Mercury,0
Java,Papyrus,0
Java,Red,0
Java,PAWN,1
Java,Nimrod,0
Java,SRecode Template,0
Java,Isabelle,0
Java,IGOR Pro,0
Java,DTrace,0
Java,Xojo,0
Java,PureBasic,0
Java,Augeas,0
Java,CLIPS,0
Java,TI Program,0
Java,wdl,0
Java,PigLatin,0
Java,Propeller Spin,0
Java,Io,0
Java,Arc,0
Java,Pan,0
Java,Grammatical Framework,0
Java,Ballerina,2
Java,Pure Data,0
Java,Parrot,0
Java,Turing,1
Java,MQL4,0
Java,Max,0
Java,Meson,0
Java,Smali,0
Java,LoomScript,0
Java,Clean,0
Java,Limbo,0
Java,Uno,0
Java,Volt,0
Java,ECL,0
Java,BlitzBasic,0
Java,PicoLisp,0
Java,Cool,0
Java,Zephir,0
Java,ATS,0
Java,Self,0
Java,Logtalk,0
Java,WebIDL,0
Java,EQ,0
Java,CWeb,0
Java,Diff,0
Java,Csound Document,0
HTML,Ruby,712
HTML,PHP,630
HTML,C++,308
HTML,C#,197
HTML,CSS,1690
HTML,Go,277
HTML,TypeScript,351
HTML,C,206
HTML,Shell,477
HTML,Swift,67
HTML,Scala,77
HTML,PowerShell,24
HTML,Rust,57
HTML,Jupyter Notebook,110
HTML,Objective-C,48
HTML,DM,1
HTML,Kotlin,24
HTML,R,100
HTML,Elixir,33
HTML,Perl,45
HTML,Lua,15
HTML,Makefile,59
HTML,Vue,42
HTML,Groovy,42
HTML,TeX,56
HTML,Haskell,25
HTML,CoffeeScript,64
HTML,Clojure,20
HTML,Julia,8
HTML,Vim script,24
HTML,HCL,16
HTML,OCaml,11
HTML,XSLT,17
HTML,Matlab,12
HTML,CMake,16
HTML,Dart,10
HTML,Nix,0
HTML,Emacs Lisp,9
HTML,Arduino,24
HTML,Puppet,36
HTML,Erlang,8
HTML,Smarty,9
HTML,PLpgSQL,13
HTML,Visual Basic,5
HTML,F#,3
HTML,Batchfile,12
HTML,Fortran,3
HTML,D,2
HTML,Assembly,9
HTML,Elm,11
HTML,Crystal,3
HTML,SaltStack,10
HTML,Vala,2
HTML,ColdFusion,2
HTML,Haxe,5
HTML,PLSQL,3
HTML,Modelica,0
HTML,Tcl,0
HTML,SQF,1
HTML,Gherkin,6
HTML,Pascal,6
HTML,Roff,7
HTML,QML,6
HTML,Processing,4
HTML,ASP,3
HTML,Common Lisp,2
HTML,MAXScript,0
HTML,Perl 6,4
HTML,BitBake,2
HTML,PostScript,7
HTML,Verilog,4
HTML,FreeMarker,2
HTML,PureScript,1
HTML,Apex,1
HTML,Nim,1
HTML,Smalltalk,0
HTML,Mathematica,4
HTML,ApacheConf,11
HTML,Protocol Buffer,6
HTML,SQLPL,2
HTML,Racket,3
HTML,Standard ML,1
HTML,Liquid,4
HTML,Chapel,0
HTML,Logos,0
HTML,Scheme,4
HTML,Prolog,1
HTML,VHDL,4
HTML,Web Ontology Language,7
HTML,Yacc,0
HTML,SourcePawn,1
HTML,GAP,1
HTML,ActionScript,2
HTML,Coq,3
HTML,RobotFramework,0
HTML,Eagle,1
HTML,Nginx,9
HTML,API Blueprint,1
HTML,WebAssembly,0
HTML,LLVM,2
HTML,GDScript,0
HTML,VimL,6
HTML,SMT,1
HTML,M4,3
HTML,ABAP,0
HTML,Inform 7,0
HTML,Cuda,2
HTML,GLSL,3
HTML,Ren'Py,1
HTML,DIGITAL Command Language,1
HTML,Shen,0
HTML,1C Enterprise,0
HTML,Objective-C++,1
HTML,NSIS,2
HTML,XC,0
HTML,RAML,4
HTML,COBOL,0
HTML,nesC,1
HTML,Gnuplot,0
HTML,AutoHotkey,1
HTML,Scilab,0
HTML,SystemVerilog,2
HTML,LookML,0
HTML,Ada,0
HTML,GCC Machine Description,0
HTML,Brainfuck,4
HTML,XQuery,2
HTML,Gosu,0
HTML,OpenEdge ABL,2
HTML,Xtend,0
HTML,HLSL,0
HTML,EmberScript,0
HTML,P4,0
HTML,OpenSCAD,2
HTML,Pony,2
HTML,Game Maker Language,0
HTML,AngelScript,0
HTML,LiveScript,0
HTML,Hack,0
HTML,Stata,1
HTML,UnrealScript,0
HTML,FORTRAN,0
HTML,SAS,0
HTML,NCL,0
HTML,Eiffel,0
HTML,LabVIEW,0
HTML,Objective-J,1
HTML,CartoCSS,1
HTML,ShaderLab,0
HTML,POV-Ray SDL,0
HTML,APL,0
HTML,AppleScript,2
HTML,NetLogo,0
HTML,QMake,1
HTML,Perl6,1
HTML,LilyPond,0
HTML,ANTLR,0
HTML,Thrift,3
HTML,MoonScript,1
HTML,AMPL,1
HTML,GAMS,0
HTML,Forth,0
HTML,Mako,0
HTML,Inno Setup,0
HTML,VCL,1
HTML,Harbour,2
HTML,Rascal,0
HTML,AGS Script,1
HTML,LSL,1
HTML,SuperCollider,0
HTML,M,1
HTML,Brightscript,0
HTML,Idris,1
HTML,Lex,0
HTML,Stan,1
HTML,HyPhy,0
HTML,Component Pascal,1
HTML,Lean,0
HTML,Mask,1
HTML,xBase,1
HTML,Ragel,0
HTML,Squirrel,0
HTML,AutoIt,0
HTML,KiCad,0
HTML,Awk,0
HTML,E,0
HTML,IDL,0
HTML,Terra,0
HTML,Lasso,0
HTML,Ring,0
HTML,NewLisp,0
HTML,Rebol,0
HTML,AspectJ,0
HTML,Slash,0
HTML,Bro,0
HTML,XProc,0
HTML,Groff,2
HTML,Agda,0
HTML,Factor,0
HTML,Ceylon,0
HTML,ooc,0
HTML,Mercury,0
HTML,Papyrus,0
HTML,Red,0
HTML,PAWN,0
HTML,Nimrod,1
HTML,SRecode Template,0
HTML,Isabelle,0
HTML,IGOR Pro,0
HTML,DTrace,0
HTML,Xojo,0
HTML,PureBasic,0
HTML,Augeas,0
HTML,CLIPS,0
HTML,TI Program,0
HTML,wdl,2
HTML,PigLatin,0
HTML,Propeller Spin,0
HTML,Io,2
HTML,Arc,0
HTML,Pan,0
HTML,Grammatical Framework,0
HTML,Ballerina,1
HTML,Pure Data,0
HTML,Parrot,0
HTML,Turing,0
HTML,MQL4,0
HTML,Max,0
HTML,Meson,0
HTML,Smali,0
HTML,LoomScript,0
HTML,Clean,0
HTML,Limbo,0
HTML,Uno,0
HTML,Volt,0
HTML,ECL,0
HTML,BlitzBasic,0
HTML,PicoLisp,0
HTML,Cool,0
HTML,Zephir,0
HTML,ATS,0
HTML,Self,0
HTML,Logtalk,0
HTML,WebIDL,0
HTML,EQ,0
HTML,CWeb,0
HTML,Diff,0
HTML,Csound Document,0
Ruby,PHP,142
Ruby,C++,97
Ruby,C#,66
Ruby,CSS,458
Ruby,Go,239
Ruby,TypeScript,88
Ruby,C,110
Ruby,Shell,402
Ruby,Swift,63
Ruby,Scala,36
Ruby,PowerShell,16
Ruby,Rust,49
Ruby,Jupyter Notebook,13
Ruby,Objective-C,56
Ruby,DM,0
Ruby,Kotlin,21
Ruby,R,11
Ruby,Elixir,58
Ruby,Perl,35
Ruby,Lua,6
Ruby,Makefile,46
Ruby,Vue,18
Ruby,Groovy,21
Ruby,TeX,10
Ruby,Haskell,21
Ruby,CoffeeScript,51
Ruby,Clojure,21
Ruby,Julia,3
Ruby,Vim script,26
Ruby,HCL,38
Ruby,OCaml,2
Ruby,XSLT,13
Ruby,Matlab,4
Ruby,CMake,7
Ruby,Dart,5
Ruby,Nix,0
Ruby,Emacs Lisp,14
Ruby,Arduino,5
Ruby,Puppet,77
Ruby,Erlang,13
Ruby,Smarty,11
Ruby,PLpgSQL,6
Ruby,Visual Basic,1
Ruby,F#,2
Ruby,Batchfile,1
Ruby,Fortran,2
Ruby,D,2
Ruby,Assembly,3
Ruby,Elm,7
Ruby,Crystal,15
Ruby,SaltStack,13
Ruby,Vala,1
Ruby,ColdFusion,0
Ruby,Haxe,1
Ruby,PLSQL,3
Ruby,Modelica,0
Ruby,Tcl,2
Ruby,SQF,0
Ruby,Gherkin,20
Ruby,Pascal,2
Ruby,Roff,7
Ruby,QML,2
Ruby,Processing,1
Ruby,ASP,0
Ruby,Common Lisp,0
Ruby,MAXScript,0
Ruby,Perl 6,2
Ruby,BitBake,2
Ruby,PostScript,1
Ruby,Verilog,0
Ruby,FreeMarker,0
Ruby,PureScript,1
Ruby,Apex,1
Ruby,Nim,1
Ruby,Smalltalk,1
Ruby,Mathematica,0
Ruby,ApacheConf,3
Ruby,Protocol Buffer,2
Ruby,SQLPL,0
Ruby,Racket,2
Ruby,Standard ML,1
Ruby,Liquid,2
Ruby,Chapel,0
Ruby,Logos,2
Ruby,Scheme,5
Ruby,Prolog,3
Ruby,VHDL,0
Ruby,Web Ontology Language,2
Ruby,Yacc,0
Ruby,SourcePawn,0
Ruby,GAP,0
Ruby,ActionScript,1
Ruby,Coq,1
Ruby,RobotFramework,0
Ruby,Eagle,1
Ruby,Nginx,5
Ruby,API Blueprint,2
Ruby,WebAssembly,0
Ruby,LLVM,2
Ruby,GDScript,0
Ruby,VimL,7
Ruby,SMT,1
Ruby,M4,0
Ruby,ABAP,0
Ruby,Inform 7,0
Ruby,Cuda,0
Ruby,GLSL,0
Ruby,Ren'Py,0
Ruby,DIGITAL Command Language,3
Ruby,Shen,0
Ruby,1C Enterprise,0
Ruby,Objective-C++,1
Ruby,NSIS,0
Ruby,XC,0
Ruby,RAML,1
Ruby,COBOL,0
Ruby,nesC,0
Ruby,Gnuplot,1
Ruby,AutoHotkey,0
Ruby,Scilab,0
Ruby,SystemVerilog,0
Ruby,LookML,0
Ruby,Ada,0
Ruby,GCC Machine Description,1
Ruby,Brainfuck,1
Ruby,XQuery,0
Ruby,Gosu,0
Ruby,OpenEdge ABL,0
Ruby,Xtend,0
Ruby,HLSL,0
Ruby,EmberScript,0
Ruby,P4,0
Ruby,OpenSCAD,0
Ruby,Pony,2
Ruby,Game Maker Language,0
Ruby,AngelScript,0
Ruby,LiveScript,0
Ruby,Hack,1
Ruby,Stata,0
Ruby,UnrealScript,0
Ruby,FORTRAN,0
Ruby,SAS,0
Ruby,NCL,0
Ruby,Eiffel,0
Ruby,LabVIEW,0
Ruby,Objective-J,0
Ruby,CartoCSS,0
Ruby,ShaderLab,1
Ruby,POV-Ray SDL,0
Ruby,APL,1
Ruby,AppleScript,1
Ruby,NetLogo,1
Ruby,QMake,0
Ruby,Perl6,0
Ruby,LilyPond,0
Ruby,ANTLR,0
Ruby,Thrift,0
Ruby,MoonScript,0
Ruby,AMPL,0
Ruby,GAMS,0
Ruby,Forth,0
Ruby,Mako,0
Ruby,Inno Setup,0
Ruby,VCL,0
Ruby,Harbour,0
Ruby,Rascal,0
Ruby,AGS Script,0
Ruby,LSL,0
Ruby,SuperCollider,0
Ruby,M,1
Ruby,Brightscript,0
Ruby,Idris,0
Ruby,Lex,0
Ruby,Stan,0
Ruby,HyPhy,0
Ruby,Component Pascal,0
Ruby,Lean,0
Ruby,Mask,0
Ruby,xBase,0
Ruby,Ragel,1
Ruby,Squirrel,0
Ruby,AutoIt,0
Ruby,KiCad,0
Ruby,Awk,0
Ruby,E,0
Ruby,IDL,0
Ruby,Terra,0
Ruby,Lasso,0
Ruby,Ring,0
Ruby,NewLisp,0
Ruby,Rebol,0
Ruby,AspectJ,0
Ruby,Slash,0
Ruby,Bro,0
Ruby,XProc,0
Ruby,Groff,0
Ruby,Agda,0
Ruby,Factor,1
Ruby,Ceylon,2
Ruby,ooc,0
Ruby,Mercury,0
Ruby,Papyrus,0
Ruby,Red,0
Ruby,PAWN,0
Ruby,Nimrod,0
Ruby,SRecode Template,0
Ruby,Isabelle,0
Ruby,IGOR Pro,0
Ruby,DTrace,0
Ruby,Xojo,0
Ruby,PureBasic,0
Ruby,Augeas,0
Ruby,CLIPS,0
Ruby,TI Program,0
Ruby,wdl,0
Ruby,PigLatin,0
Ruby,Propeller Spin,0
Ruby,Io,0
Ruby,Arc,0
Ruby,Pan,0
Ruby,Grammatical Framework,0
Ruby,Ballerina,0
Ruby,Pure Data,0
Ruby,Parrot,0
Ruby,Turing,0
Ruby,MQL4,0
Ruby,Max,0
Ruby,Meson,0
Ruby,Smali,0
Ruby,LoomScript,1
