language1,language2,common_actors
Python,SystemVerilog,0
Python,Smali,1
Python,Game Maker Language,1
Python,SuperCollider,1
Python,IDL,0
Python,Ragel,1
Python,Harbour,0
Python,QMake,1
Python,UnrealScript,0
Python,Eiffel,0
Python,Thrift,0
Python,Grammatical Framework,0
Python,AGS Script,1
Python,Inno Setup,3
Python,Ceylon,1
Python,Objective-J,0
Python,Ren'Py,0
Python,POV-Ray SDL,1
Python,Lean,1
Python,PureBasic,1
Python,DTrace,0
Python,Stan,0
Python,HLSL,0
Python,Logtalk,1
Python,Forth,0
Python,Isabelle,1
Python,NetLogo,0
Python,MoonScript,0
Python,Max,0
Python,AutoIt,0
Python,Agda,1
Python,Brightscript,0
Python,Augeas,1
Python,Slash,0
Python,COBOL,0
Python,LilyPond,1
Python,Mako,2
Python,Terra,0
Python,Component Pascal,0
Python,ooc,0
Python,ECL,0
Python,Io,0
Python,Nimrod,0
Python,Awk,0
Python,Alloy,0
Python,HyPhy,0
Python,Mask,0
Python,NCL,0
Python,Factor,1
Python,Jolie,0
Python,Cirru,0
Python,APL,0
Python,IGOR Pro,0
Python,AppleScript,0
Python,Pan,2
Python,AspectJ,0
Python,Pure Data,0
Python,Parrot,0
Python,Cucumber,0
Python,nesC,0
Python,RenderScript,1
Python,Lex,0
Python,Clean,0
Python,Diff,0
Python,GDB,0
Python,WebIDL,0
Python,Handlebars,1
Python,xBase,0
Python,Delphi,0
Python,eC,0
Python,Volt,0
Python,PicoLisp,0
Python,Metal,0
Python,CLIPS,0
Python,Papyrus,0
Python,Mercury,0
Python,Xojo,0
Python,Nemerle,0
Python,LOLCODE,0
Python,Glyph,0
Python,Groff,0
Python,Bro,1
Python,Uno,0
Python,Rebol,0
Python,Modula-2,0
Python,Hy,1
Python,MQL4,0
Python,Lasso,0
Java,Ruby,205
Java,HTML,558
Java,PHP,183
Java,C++,189
Java,Go,168
Java,CSS,287
Java,C#,145
Java,TypeScript,194
Java,C,162
Java,Shell,452
Java,Scala,129
Java,Swift,81
Java,PowerShell,3
Java,Rust,12
Java,Objective-C,160
Java,Jupyter Notebook,25
Java,Lua,4
Java,DM,1
Java,R,16
Java,Kotlin,116
Java,Vue,11
Java,Julia,0
Java,Elixir,6
Java,Perl,21
Java,Makefile,65
Java,Groovy,125
Java,Haskell,7
Java,CoffeeScript,14
Java,TeX,12
Java,HCL,13
Java,Clojure,20
Java,OCaml,2
Java,Nix,0
Java,Vim script,4
Java,Erlang,5
Java,XSLT,40
Java,Matlab,7
Java,Dart,8
Java,Emacs Lisp,3
Java,PLpgSQL,14
Java,Puppet,3
Java,CMake,8
Java,Smarty,9
Java,Visual Basic,3
Java,Fortran,1
Java,D,1
Java,Roff,20
Java,Arduino,5
Java,F#,0
Java,SaltStack,2
Java,Batchfile,3
Java,Protocol Buffer,15
Java,Elm,0
Java,Assembly,3
Java,Vala,1
Java,Crystal,1
Java,Apex,0
Java,Gherkin,11
Java,Common Lisp,0
Java,Chapel,0
Java,PureScript,0
Java,ASP,0
Java,Web Ontology Language,12
Java,Pascal,1
Java,PostScript,2
Java,ActionScript,1
Java,QML,2
Java,FreeMarker,4
Java,BitBake,0
Java,SQF,1
Java,PLSQL,7
Java,ApacheConf,3
Java,Haxe,1
Java,ColdFusion,1
Java,Mathematica,1
Java,Logos,2
Java,Perl 6,0
Java,Tcl,0
Java,Eagle,0
Java,Smalltalk,0
Java,Nginx,4
Java,API Blueprint,1
Java,Processing,1
Java,Scheme,3
Java,Nim,1
Java,GAP,1
Java,Racket,0
Java,Liquid,1
Java,NSIS,1
Java,Standard ML,1
Java,SourcePawn,0
Java,WebAssembly,0
Java,KiCad,2
Java,1C Enterprise,1
Java,SQLPL,10
Java,Modelica,0
Java,RAML,3
Java,Coq,0
Java,GLSL,1
Java,GDScript,0
Java,VimL,2
Java,XQuery,3
Java,Gosu,0
Java,PowerBuilder,0
Java,Objective-C++,3
Java,VHDL,0
Java,M4,1
Java,Cuda,0
Java,CartoCSS,0
Java,Yacc,1
Java,DIGITAL Command Language,0
Java,LookML,0
Java,SAS,0
Java,Verilog,0
Java,P4,1
Java,RobotFramework,0
Java,ANTLR,0
Java,Hack,1
Java,Xtend,6
Java,Squirrel,0
Java,ABAP,0
Java,Gnuplot,0
Java,Perl6,1
Java,Prolog,2
Java,LabVIEW,0
Java,GAMS,0
Java,GCC Machine Description,1
Java,Ring,0
Java,LLVM,0
Java,SRecode Template,0
Java,M,0
Java,AutoHotkey,0
Java,Stata,0
Java,Ada,0
Java,Scilab,0
Java,Idris,0
Java,SMT,0
Java,Inform 7,0
Java,OpenSCAD,0
Java,AMPL,0
Java,LiveScript,0
Java,MAXScript,0
Java,LSL,0
Java,XC,0
Java,ShaderLab,0
Java,Pony,0
Java,FORTRAN,0
Java,PAWN,0
Java,OpenEdge ABL,1
Java,EmberScript,0
Java,Rascal,1
Java,Red,0
Java,SystemVerilog,0
Java,Smali,2
Java,Game Maker Language,0
Java,SuperCollider,0
Java,IDL,1
Java,Ragel,0
Java,Harbour,1
Java,QMake,0
Java,UnrealScript,0
Java,Eiffel,0
Java,Thrift,2
Java,Grammatical Framework,0
Java,AGS Script,0
Java,Inno Setup,0
Java,Ceylon,1
Java,Objective-J,0
Java,Ren'Py,0
Java,POV-Ray SDL,0
Java,Lean,0
Java,PureBasic,1
Java,DTrace,0
Java,Stan,0
Java,HLSL,0
Java,Logtalk,0
Java,Forth,1
Java,Isabelle,0
Java,NetLogo,1
Java,MoonScript,0
Java,Max,0
Java,AutoIt,0
Java,Agda,0
Java,Brightscript,0
Java,Augeas,0
Java,Slash,1
Java,COBOL,1
Java,LilyPond,1
Java,Mako,0
Java,Terra,0
Java,Component Pascal,0
Java,ooc,0
Java,ECL,0
Java,Io,1
Java,Nimrod,0
Java,Awk,0
Java,Alloy,2
Java,HyPhy,0
Java,Mask,0
Java,NCL,0
Java,Factor,0
Java,Jolie,0
Java,Cirru,0
Java,APL,0
Java,IGOR Pro,0
Java,AppleScript,0
Java,Pan,0
Java,AspectJ,1
Java,Pure Data,0
Java,Parrot,0
Java,Cucumber,0
Java,nesC,0
Java,RenderScript,0
Java,Lex,0
Java,Clean,0
Java,Diff,0
Java,GDB,0
Java,WebIDL,0
Java,Handlebars,0
Java,xBase,0
Java,Delphi,0
Java,eC,0
Java,Volt,0
Java,PicoLisp,0
Java,Metal,0
Java,CLIPS,0
Java,Papyrus,0
Java,Mercury,0
Java,Xojo,0
Java,Nemerle,0
Java,LOLCODE,0
Java,Glyph,0
Java,Groff,0
Java,Bro,0
Java,Uno,0
Java,Rebol,0
Java,Modula-2,0
Java,Hy,0
Java,MQL4,0
Java,Lasso,0
Ruby,HTML,680
Ruby,PHP,140
Ruby,C++,68
Ruby,Go,212
Ruby,CSS,393
Ruby,C#,42
Ruby,TypeScript,70
Ruby,C,90
Ruby,Shell,312
Ruby,Scala,26
Ruby,Swift,41
Ruby,PowerShell,13
Ruby,Rust,30
Ruby,Objective-C,39
Ruby,Jupyter Notebook,8
Ruby,Lua,8
Ruby,DM,0
Ruby,R,7
Ruby,Kotlin,7
Ruby,Vue,6
Ruby,Julia,1
Ruby,Elixir,49
Ruby,Perl,24
Ruby,Makefile,41
Ruby,Groovy,18
Ruby,Haskell,13
Ruby,CoffeeScript,48
Ruby,TeX,7
Ruby,HCL,28
Ruby,Clojure,19
Ruby,OCaml,0
Ruby,Nix,1
Ruby,Vim script,25
Ruby,Erlang,8
Ruby,XSLT,13
Ruby,Matlab,3
Ruby,Dart,4
Ruby,Emacs Lisp,9
Ruby,PLpgSQL,7
Ruby,Puppet,73
Ruby,CMake,6
Ruby,Smarty,6
Ruby,Visual Basic,1
Ruby,Fortran,0
Ruby,D,2
Ruby,Roff,7
Ruby,Arduino,1
Ruby,F#,2
Ruby,SaltStack,11
Ruby,Batchfile,5
Ruby,Protocol Buffer,5
Ruby,Elm,4
Ruby,Assembly,0
Ruby,Vala,0
Ruby,Crystal,8
Ruby,Apex,2
Ruby,Gherkin,12
Ruby,Common Lisp,0
Ruby,Chapel,0
Ruby,PureScript,3
Ruby,ASP,1
Ruby,Web Ontology Language,2
Ruby,Pascal,3
Ruby,PostScript,0
Ruby,ActionScript,0
Ruby,QML,0
Ruby,FreeMarker,0
Ruby,BitBake,0
Ruby,SQF,0
Ruby,PLSQL,1
Ruby,ApacheConf,3
Ruby,Haxe,1
Ruby,ColdFusion,1
Ruby,Mathematica,0
Ruby,Logos,1
Ruby,Perl 6,1
Ruby,Tcl,0
Ruby,Eagle,1
Ruby,Smalltalk,1
Ruby,Nginx,4
Ruby,API Blueprint,0
Ruby,Processing,0
Ruby,Scheme,4
Ruby,Nim,1
Ruby,GAP,0
Ruby,Racket,2
Ruby,Liquid,3
Ruby,NSIS,0
Ruby,Standard ML,2
Ruby,SourcePawn,0
Ruby,WebAssembly,0
Ruby,KiCad,0
Ruby,1C Enterprise,0
Ruby,SQLPL,3
Ruby,Modelica,0
Ruby,RAML,1
Ruby,Coq,1
Ruby,GLSL,0
Ruby,GDScript,0
Ruby,VimL,8
Ruby,XQuery,1
Ruby,Gosu,0
Ruby,PowerBuilder,0
Ruby,Objective-C++,0
Ruby,VHDL,0
Ruby,M4,0
Ruby,Cuda,0
Ruby,CartoCSS,0
Ruby,Yacc,1
Ruby,DIGITAL Command Language,2
Ruby,LookML,0
Ruby,SAS,0
Ruby,Verilog,0
Ruby,P4,0
Ruby,RobotFramework,0
Ruby,ANTLR,0
Ruby,Hack,2
Ruby,Xtend,1
Ruby,Squirrel,0
Ruby,ABAP,1
Ruby,Gnuplot,1
Ruby,Perl6,0
Ruby,Prolog,0
Ruby,LabVIEW,0
Ruby,GAMS,0
Ruby,GCC Machine Description,0
Ruby,Ring,0
Ruby,LLVM,0
Ruby,SRecode Template,0
Ruby,M,0
Ruby,AutoHotkey,0
Ruby,Stata,0
Ruby,Ada,0
Ruby,Scilab,0
Ruby,Idris,1
Ruby,SMT,0
Ruby,Inform 7,0
Ruby,OpenSCAD,0
Ruby,AMPL,0
Ruby,LiveScript,0
Ruby,MAXScript,0
Ruby,LSL,0
Ruby,XC,0
Ruby,ShaderLab,0
Ruby,Pony,0
Ruby,FORTRAN,0
Ruby,PAWN,0
Ruby,OpenEdge ABL,0
Ruby,EmberScript,0
Ruby,Rascal,0
Ruby,Red,0
Ruby,SystemVerilog,0
Ruby,Smali,0
Ruby,Game Maker Language,1
Ruby,SuperCollider,1
Ruby,IDL,0
Ruby,Ragel,1
Ruby,Harbour,0
Ruby,QMake,0
Ruby,UnrealScript,0
Ruby,Eiffel,0
Ruby,Thrift,0
Ruby,Grammatical Framework,0
Ruby,AGS Script,0
Ruby,Inno Setup,0
Ruby,Ceylon,1
Ruby,Objective-J,0
Ruby,Ren'Py,0
Ruby,POV-Ray SDL,0
Ruby,Lean,0
Ruby,PureBasic,1
Ruby,DTrace,0
Ruby,Stan,0
Ruby,HLSL,0
Ruby,Logtalk,0
Ruby,Forth,0
Ruby,Isabelle,1
Ruby,NetLogo,0
Ruby,MoonScript,0
Ruby,Max,0
Ruby,AutoIt,0
Ruby,Agda,0
Ruby,Brightscript,0
Ruby,Augeas,0
Ruby,Slash,0
Ruby,COBOL,0
Ruby,LilyPond,0
Ruby,Mako,0
Ruby,Terra,0
Ruby,Component Pascal,0
Ruby,ooc,0
Ruby,ECL,0
Ruby,Io,0
Ruby,Nimrod,0
Ruby,Awk,0
Ruby,Alloy,0
Ruby,HyPhy,0
Ruby,Mask,0
Ruby,NCL,0
Ruby,Factor,0
Ruby,Jolie,0
Ruby,Cirru,0
Ruby,APL,0
Ruby,IGOR Pro,0
Ruby,AppleScript,0
Ruby,Pan,0
Ruby,AspectJ,0
Ruby,Pure Data,0
Ruby,Parrot,0
Ruby,Cucumber,0
Ruby,nesC,0
Ruby,RenderScript,0
Ruby,Lex,0
Ruby,Clean,0
Ruby,Diff,0
Ruby,GDB,0
Ruby,WebIDL,0
Ruby,Handlebars,0
Ruby,xBase,0
Ruby,Delphi,0
Ruby,eC,0
Ruby,Volt,0
Ruby,PicoLisp,0
Ruby,Metal,0
Ruby,CLIPS,0
Ruby,Papyrus,0
Ruby,Mercury,0
Ruby,Xojo,0
Ruby,Nemerle,0
Ruby,LOLCODE,0
Ruby,Glyph,0
Ruby,Groff,0
Ruby,Bro,0
Ruby,Uno,0
Ruby,Rebol,0
Ruby,Modula-2,0
Ruby,Hy,0
Ruby,MQL4,0
Ruby,Lasso,0
HTML,PHP,464
HTML,C++,181
HTML,Go,225
HTML,CSS,1234
HTML,C#,137
HTML,TypeScript,274
HTML,C,130
HTML,Shell,400
HTML,Scala,93
HTML,Swift,40
HTML,PowerShell,14
HTML,Rust,49
HTML,Objective-C,38
HTML,Jupyter Notebook,81
HTML,Lua,16
HTML,DM,1
HTML,R,77
HTML,Kotlin,17
HTML,Vue,17
HTML,Julia,9
HTML,Elixir,30
HTML,Perl,28
HTML,Makefile,38
HTML,Groovy,23
HTML,Haskell,24
HTML,CoffeeScript,38
HTML,TeX,35
HTML,HCL,18
HTML,Clojure,10
HTML,OCaml,5
HTML,Nix,2
HTML,Vim script,16
HTML,Erlang,8
HTML,XSLT,29
HTML,Matlab,5
HTML,Dart,5
HTML,Emacs Lisp,3
HTML,PLpgSQL,25
HTML,Puppet,24
HTML,CMake,16
HTML,Smarty,9
HTML,Visual Basic,3
HTML,Fortran,4
HTML,D,2
HTML,Roff,6
HTML,Arduino,6
HTML,F#,6
HTML,SaltStack,11
HTML,Batchfile,9
HTML,Protocol Buffer,3
HTML,Elm,7
HTML,Assembly,1
HTML,Vala,5
HTML,Crystal,3
HTML,Apex,0
HTML,Gherkin,2
HTML,Common Lisp,1
HTML,Chapel,0
HTML,PureScript,5
HTML,ASP,1
HTML,Web Ontology Language,5
HTML,Pascal,5
HTML,PostScript,4
HTML,ActionScript,1
HTML,QML,1
HTML,FreeMarker,1
HTML,BitBake,3
HTML,SQF,0
HTML,PLSQL,2
HTML,ApacheConf,9
HTML,Haxe,2
HTML,ColdFusion,0
HTML,Mathematica,2
HTML,Logos,2
HTML,Perl 6,2
HTML,Tcl,0
HTML,Eagle,2
HTML,Smalltalk,1
HTML,Nginx,9
HTML,API Blueprint,4
HTML,Processing,3
HTML,Scheme,3
HTML,Nim,2
HTML,GAP,0
HTML,Racket,0
HTML,Liquid,1
HTML,NSIS,0
HTML,Standard ML,1
HTML,SourcePawn,0
HTML,WebAssembly,0
HTML,KiCad,9
HTML,1C Enterprise,0
HTML,SQLPL,3
HTML,Modelica,0
HTML,RAML,2
HTML,Coq,1
HTML,GLSL,0
HTML,GDScript,0
HTML,VimL,2
HTML,XQuery,3
HTML,Gosu,0
HTML,PowerBuilder,0
HTML,Objective-C++,2
HTML,VHDL,2
HTML,M4,2
HTML,Cuda,2
HTML,CartoCSS,1
HTML,Yacc,0
HTML,DIGITAL Command Language,2
HTML,LookML,0
HTML,SAS,1
HTML,Verilog,1
HTML,P4,0
HTML,RobotFramework,1
HTML,ANTLR,1
HTML,Hack,0
HTML,Xtend,0
HTML,Squirrel,0
HTML,ABAP,0
HTML,Gnuplot,0
HTML,Perl6,0
HTML,Prolog,1
HTML,LabVIEW,0
HTML,GAMS,0
HTML,GCC Machine Description,1
HTML,Ring,0
HTML,LLVM,0
HTML,SRecode Template,0
HTML,M,0
HTML,AutoHotkey,0
HTML,Stata,0
HTML,Ada,0
HTML,Scilab,0
HTML,Idris,1
HTML,SMT,0
HTML,Inform 7,0
HTML,OpenSCAD,0
HTML,AMPL,0
HTML,LiveScript,0
HTML,MAXScript,0
HTML,LSL,2
HTML,XC,0
HTML,ShaderLab,1
HTML,Pony,2
HTML,FORTRAN,1
HTML,PAWN,0
HTML,OpenEdge ABL,0
HTML,EmberScript,0
HTML,Rascal,0
HTML,Red,0
HTML,SystemVerilog,0
HTML,Smali,0
HTML,Game Maker Language,0
HTML,SuperCollider,0
HTML,IDL,0
HTML,Ragel,0
HTML,Harbour,3
HTML,QMake,0
HTML,UnrealScript,0
HTML,Eiffel,0
HTML,Thrift,0
HTML,Grammatical Framework,0
HTML,AGS Script,0
HTML,Inno Setup,0
HTML,Ceylon,3
HTML,Objective-J,0
HTML,Ren'Py,0
HTML,POV-Ray SDL,0
HTML,Lean,0
HTML,PureBasic,0
HTML,DTrace,2
HTML,Stan,1
HTML,HLSL,1
HTML,Logtalk,0
HTML,Forth,0
HTML,Isabelle,0
HTML,NetLogo,1
HTML,MoonScript,0
HTML,Max,0
HTML,AutoIt,0
HTML,Agda,0
HTML,Brightscript,0
HTML,Augeas,0
HTML,Slash,0
HTML,COBOL,0
HTML,LilyPond,0
HTML,Mako,0
HTML,Terra,0
HTML,Component Pascal,1
HTML,ooc,0
HTML,ECL,0
HTML,Io,1
HTML,Nimrod,1
HTML,Awk,0
HTML,Alloy,0
HTML,HyPhy,0
HTML,Mask,0
HTML,NCL,0
HTML,Factor,0
HTML,Jolie,0
HTML,Cirru,0
HTML,APL,0
HTML,IGOR Pro,0
HTML,AppleScript,0
HTML,Pan,0
HTML,AspectJ,0
HTML,Pure Data,0
HTML,Parrot,0
HTML,Cucumber,1
HTML,nesC,0
HTML,RenderScript,1
HTML,Lex,0
HTML,Clean,0
HTML,Diff,0
HTML,GDB,1
HTML,WebIDL,0
HTML,Handlebars,0
HTML,xBase,0
HTML,Delphi,0
HTML,eC,0
HTML,Volt,0
HTML,PicoLisp,0
HTML,Metal,0
HTML,CLIPS,0
HTML,Papyrus,0
HTML,Mercury,0
HTML,Xojo,0
HTML,Nemerle,0
HTML,LOLCODE,0
HTML,Glyph,0
HTML,Groff,0
HTML,Bro,0
HTML,Uno,0
HTML,Rebol,0
HTML,Modula-2,0
HTML,Hy,0
HTML,MQL4,0
HTML,Lasso,0
PHP,C++,56
PHP,Go,78
PHP,CSS,336
PHP,C#,74
PHP,TypeScript,82
PHP,C,83
PHP,Shell,178
PHP,Scala,5
PHP,Swift,15
PHP,PowerShell,8
PHP,Rust,6
PHP,Objective-C,14
PHP,Jupyter Notebook,4
PHP,Lua,10
PHP,DM,0
PHP,R,2
PHP,Kotlin,4
PHP,Vue,31
PHP,Julia,0
PHP,Elixir,9
PHP,Perl,20
PHP,Makefile,37
PHP,Groovy,11
PHP,Haskell,5
PHP,CoffeeScript,22
PHP,TeX,6
