language1,language2,common_actors
PHP,Rust,25
PHP,Objective-C,58
PHP,Jupyter Notebook,20
PHP,DM,0
PHP,R,12
PHP,Lua,30
PHP,Kotlin,17
PHP,Elixir,28
PHP,Perl,71
C++,Go,283
C++,CSS,429
C++,C#,344
C++,TypeScript,148
C++,C,1512
C++,Shell,673
C++,Scala,60
C++,Swift,91
C++,PowerShell,51
C++,Rust,115
C++,Objective-C,98
C++,Jupyter Notebook,184
C++,DM,5
C++,R,75
C++,Lua,116
C++,Kotlin,28
C++,Elixir,9
C++,Perl,75
Go,CSS,396
Go,C#,122
Go,TypeScript,170
Go,C,352
Go,Shell,1052
Go,Scala,68
Go,Swift,55
Go,PowerShell,24
Go,Rust,107
Go,Objective-C,61
Go,Jupyter Notebook,27
Go,DM,1
Go,R,3
Go,Lua,35
Go,Kotlin,27
Go,Elixir,37
Go,Perl,58
CSS,C#,318
CSS,TypeScript,681
CSS,C,291
CSS,Shell,787
CSS,Scala,124
CSS,Swift,118
CSS,PowerShell,30
CSS,Rust,95
CSS,Objective-C,101
CSS,Jupyter Notebook,125
CSS,DM,2
CSS,R,65
CSS,Lua,40
CSS,Kotlin,37
CSS,Elixir,81
CSS,Perl,59
C#,TypeScript,393
C#,C,191
C#,Shell,163
C#,Scala,23
C#,Swift,51
C#,PowerShell,238
C#,Rust,33
C#,Objective-C,80
C#,Jupyter Notebook,26
C#,DM,8
C#,R,10
C#,Lua,34
C#,Kotlin,22
C#,Elixir,10
C#,Perl,20
TypeScript,C,84
TypeScript,Shell,267
TypeScript,Scala,52
TypeScript,Swift,52
TypeScript,PowerShell,48
TypeScript,Rust,43
TypeScript,Objective-C,73
TypeScript,Jupyter Notebook,39
TypeScript,DM,0
TypeScript,R,6
TypeScript,Lua,10
TypeScript,Kotlin,23
TypeScript,Elixir,28
TypeScript,Perl,8
C,Shell,795
C,Scala,39
C,Swift,74
C,PowerShell,29
C,Rust,117
C,Objective-C,115
C,Jupyter Notebook,86
C,DM,1
C,R,31
C,Lua,82
C,Kotlin,20
C,Elixir,21
C,Perl,132
Shell,Scala,167
Shell,Swift,97
Shell,PowerShell,74
Shell,Rust,115
Shell,Objective-C,77
Shell,Jupyter Notebook,170
Shell,DM,2
Shell,R,71
Shell,Lua,74
Shell,Kotlin,61
Shell,Elixir,52
Shell,Perl,169
Scala,Swift,12
Scala,PowerShell,4
Scala,Rust,30
Scala,Objective-C,15
Scala,Jupyter Notebook,38
Scala,DM,0
Scala,R,5
Scala,Lua,5
Scala,Kotlin,17
Scala,Elixir,5
Scala,Perl,9
Swift,PowerShell,2
Swift,Rust,17
Swift,Objective-C,455
Swift,Jupyter Notebook,12
Swift,DM,0
Swift,R,2
Swift,Lua,0
Swift,Kotlin,35
Swift,Elixir,17
Swift,Perl,5
PowerShell,Rust,5
PowerShell,Objective-C,3
PowerShell,Jupyter Notebook,2
PowerShell,DM,0
PowerShell,R,1
PowerShell,Lua,4
PowerShell,Kotlin,2
PowerShell,Elixir,4
PowerShell,Perl,4
Rust,Objective-C,13
Rust,Jupyter Notebook,7
Rust,DM,1
Rust,R,1
Rust,Lua,9
Rust,Kotlin,16
Rust,Elixir,24
Rust,Perl,8
Objective-C,Jupyter Notebook,8
Objective-C,DM,0
Objective-C,R,1
Objective-C,Lua,4
Objective-C,Kotlin,10
Objective-C,Elixir,11
Objective-C,Perl,8
Jupyter Notebook,DM,0
Jupyter Notebook,R,55
Jupyter Notebook,Lua,8
Jupyter Notebook,Kotlin,1
Jupyter Notebook,Elixir,3
Jupyter Notebook,Perl,12
DM,R,0
DM,Lua,2
DM,Kotlin,0
DM,Elixir,0
DM,Perl,1
R,Lua,1
R,Kotlin,1
R,Elixir,1
R,Perl,9
Lua,Kotlin,1
Lua,Elixir,4
Lua,Perl,13
Kotlin,Elixir,4
Kotlin,Perl,1
Elixir,Perl,3
JavaScript,JavaScript,80268
Python,Python,46859
Java,Java,44057
HTML,HTML,41524
Ruby,Ruby,20670
PHP,PHP,23118
C++,C++,19056
Go,Go,10491
CSS,CSS,20609
C#,C#,15088
TypeScript,TypeScript,10084
C,C,13093
Shell,Shell,13555
Scala,Scala,3100
Swift,Swift,5059
PowerShell,PowerShell,1657
Rust,Rust,1909
Objective-C,Objective-C,3618
Jupyter Notebook,Jupyter Notebook,3914
DM,DM,451
R,R,2330
Lua,Lua,1628
Kotlin,Kotlin,1550
Elixir,Elixir,1303
Perl,Perl,1573
