language1,language2,common_actors
Shell,Perl,48
Shell,Vue,6
Scala,Swift,4
Scala,PowerShell,0
Scala,Rust,14
Scala,Objective-C,3
Scala,Jupyter Notebook,11
Scala,DM,0
Scala,R,2
Scala,Lua,3
Scala,Kotlin,3
Scala,Perl,1
Scala,Vue,2
Swift,PowerShell,1
Swift,Rust,5
Swift,Objective-C,131
Swift,Jupyter Notebook,3
Swift,DM,0
Swift,R,1
Swift,Lua,0
Swift,Kotlin,11
Swift,Perl,0
Swift,Vue,1
PowerShell,Rust,1
PowerShell,Objective-C,1
PowerShell,Jupyter Notebook,0
PowerShell,DM,0
PowerShell,R,0
PowerShell,Lua,0
PowerShell,Kotlin,0
PowerShell,Perl,1
PowerShell,Vue,0
Rust,Objective-C,4
Rust,Jupyter Notebook,2
Rust,DM,1
Rust,R,0
Rust,Lua,4
Rust,Kotlin,3
Rust,Perl,2
Rust,Vue,1
Objective-C,Jupyter Notebook,1
Objective-C,DM,0
Objective-C,R,0
Objective-C,Lua,4
Objective-C,Kotlin,2
Objective-C,Perl,2
Objective-C,Vue,3
Jupyter Notebook,DM,0
Jupyter Notebook,R,15
Jupyter Notebook,Lua,3
Jupyter Notebook,Kotlin,0
Jupyter Notebook,Perl,2
Jupyter Notebook,Vue,0
DM,R,0
DM,Lua,0
DM,Kotlin,0
DM,Perl,0
DM,Vue,0
R,Lua,1
R,Kotlin,0
R,Perl,2
R,Vue,0
Lua,Kotlin,0
Lua,Perl,3
Lua,Vue,0
Kotlin,Perl,0
Kotlin,Vue,1
Perl,Vue,1
JavaScript,JavaScript,35525
Python,Python,20618
Java,Java,18509
HTML,HTML,16300
Ruby,Ruby,9098
PHP,PHP,10248
C++,C++,8443
Go,Go,5070
CSS,CSS,7932
C#,C#,6594
TypeScript,TypeScript,4528
C,C,5582
Shell,Shell,5795
Scala,Scala,1633
Swift,Swift,2231
PowerShell,PowerShell,720
Rust,Rust,923
Objective-C,Objective-C,1487
Jupyter Notebook,Jupyter Notebook,1523
DM,DM,239
R,R,960
Lua,Lua,728
Kotlin,Kotlin,635
Perl,Perl,719
Vue,Vue,512
