language1,language2,common_actors
JavaScript,Coq,7
JavaScript,NSIS,3
JavaScript,RobotFramework,1
JavaScript,Yacc,5
JavaScript,Prolog,6
JavaScript,VimL,28
JavaScript,1C Enterprise,2
JavaScript,RAML,10
JavaScript,GDScript,3
JavaScript,GLSL,8
JavaScript,Cuda,2
JavaScript,M4,7
JavaScript,DIGITAL Command Language,1
JavaScript,SMT,2
JavaScript,Objective-C++,4
JavaScript,Pony,1
JavaScript,XQuery,6
JavaScript,LabVIEW,1
JavaScript,Gosu,1
JavaScript,LLVM,4
JavaScript,Inform 7,0
JavaScript,ABAP,3
JavaScript,Xtend,5
JavaScript,XC,0
JavaScript,CartoCSS,4
JavaScript,P4,0
JavaScript,AutoHotkey,3
JavaScript,LookML,3
JavaScript,KiCad,2
JavaScript,Gnuplot,1
JavaScript,LiveScript,9
JavaScript,Scilab,1
JavaScript,OpenEdge ABL,3
JavaScript,Hack,1
JavaScript,Ren'Py,1
JavaScript,GCC Machine Description,5
JavaScript,SAS,0
JavaScript,Ada,1
JavaScript,SystemVerilog,1
JavaScript,Stata,0
JavaScript,ANTLR,2
JavaScript,nesC,0
JavaScript,Perl6,6
JavaScript,OpenSCAD,2
JavaScript,Objective-J,2
JavaScript,Game Maker Language,6
JavaScript,UnrealScript,0
JavaScript,EmberScript,4
JavaScript,ShaderLab,2
JavaScript,PowerBuilder,0
JavaScript,COBOL,1
JavaScript,Ring,0
JavaScript,FORTRAN,1
JavaScript,Eiffel,0
JavaScript,Shen,1
JavaScript,Squirrel,3
JavaScript,M,3
JavaScript,Thrift,15
JavaScript,AMPL,2
JavaScript,Brainfuck,5
JavaScript,Red,1
JavaScript,GAMS,0
JavaScript,LSL,0
JavaScript,POV-Ray SDL,1
JavaScript,HLSL,2
JavaScript,NCL,0
JavaScript,Idris,3
JavaScript,AGS Script,1
JavaScript,Forth,0
JavaScript,SuperCollider,2
JavaScript,SRecode Template,0
JavaScript,IDL,1
JavaScript,QMake,1
JavaScript,Brightscript,0
JavaScript,APL,1
JavaScript,Harbour,3
JavaScript,Rascal,1
JavaScript,Stan,0
JavaScript,NetLogo,0
JavaScript,AutoIt,0
JavaScript,HyPhy,2
JavaScript,Ragel,0
JavaScript,AngelScript,0
JavaScript,AppleScript,3
JavaScript,MoonScript,4
JavaScript,Inno Setup,6
JavaScript,Lean,1
JavaScript,Mako,2
JavaScript,PAWN,0
JavaScript,LilyPond,1
JavaScript,Augeas,0
JavaScript,Ceylon,2
JavaScript,Awk,0
JavaScript,Smali,1
JavaScript,Pure Data,0
JavaScript,Rebol,1
JavaScript,Max,1
JavaScript,IGOR Pro,0
JavaScript,PureBasic,3
JavaScript,Lex,1
JavaScript,DTrace,0
JavaScript,Terra,0
JavaScript,Mask,0
JavaScript,Component Pascal,1
JavaScript,Slash,0
JavaScript,ooc,0
JavaScript,Agda,0
JavaScript,VCL,2
JavaScript,Logtalk,1
JavaScript,Isabelle,1
JavaScript,CLIPS,1
JavaScript,Grammatical Framework,0
JavaScript,Bro,0
JavaScript,Groff,2
JavaScript,xBase,0
JavaScript,Factor,1
JavaScript,Propeller Spin,0
JavaScript,Pan,0
JavaScript,E,0
JavaScript,Nimrod,1
JavaScript,NewLisp,1
JavaScript,AspectJ,1
JavaScript,Lasso,0
JavaScript,Io,2
JavaScript,ECL,0
JavaScript,Xojo,0
JavaScript,Papyrus,0
JavaScript,XProc,0
JavaScript,Mercury,1
JavaScript,Uno,1
JavaScript,Clean,0
JavaScript,LOLCODE,1
JavaScript,MQL5,0
JavaScript,Cucumber,2
JavaScript,Alloy,2
JavaScript,LoomScript,0
JavaScript,MQL4,0
JavaScript,Volt,1
JavaScript,Jolie,0
JavaScript,Turing,1
JavaScript,Cirru,0
JavaScript,Zephir,0
JavaScript,Limbo,1
JavaScript,Parrot,0
JavaScript,WebIDL,1
JavaScript,Diff,0
JavaScript,Meson,0
JavaScript,TI Program,0
JavaScript,wdl,0
JavaScript,Ballerina,1
JavaScript,PigLatin,0
JavaScript,Arc,0
JavaScript,RenderScript,1
JavaScript,PicoLisp,0
JavaScript,Pep8,0
JavaScript,EQ,0
JavaScript,Self,0
JavaScript,GDB,0
JavaScript,X10,0
JavaScript,Handlebars,1
JavaScript,Modula-2,0
JavaScript,Genshi,0
JavaScript,BlitzBasic,0
JavaScript,Glyph,0
JavaScript,Csound Document,1
JavaScript,DOT,0
JavaScript,FLUX,0
JavaScript,Metal,0
JavaScript,Cool,0
JavaScript,eC,0
JavaScript,Jasmin,0
JavaScript,Nemerle,0
JavaScript,CWeb,0
JavaScript,Hy,0
JavaScript,ATS,0
JavaScript,Ragel in Ruby Host,0
JavaScript,Delphi,0
Python,Java,1939
Python,HTML,3264
Python,Ruby,1184
Python,PHP,873
Python,C++,1946
Python,Go,1154
Python,CSS,1704
Python,C#,481
Python,TypeScript,467
Python,C,1437
Python,Shell,2552
Python,Scala,222
Python,Swift,169
Python,PowerShell,85
Python,Rust,205
Python,Objective-C,131
Python,Jupyter Notebook,1078
Python,DM,8
Python,R,139
Python,Lua,112
Python,Kotlin,64
Python,Elixir,62
Python,Perl,197
Python,Vue,60
Python,Makefile,366
Python,Groovy,161
Python,Julia,58
Python,Haskell,79
Python,CoffeeScript,112
Python,TeX,278
Python,Clojure,68
Python,HCL,117
Python,OCaml,32
Python,Vim script,114
Python,XSLT,67
Python,Nix,25
Python,Matlab,97
Python,CMake,203
Python,Dart,20
Python,Erlang,42
Python,Puppet,76
Python,Emacs Lisp,68
Python,Smarty,57
Python,PLpgSQL,63
Python,Visual Basic,16
Python,Fortran,51
Python,Arduino,78
Python,F#,5
Python,D,9
Python,Batchfile,50
Python,Assembly,30
Python,Elm,21
Python,Crystal,8
Python,SaltStack,66
Python,Roff,28
Python,Vala,16
Python,Gherkin,36
Python,PLSQL,17
Python,Protocol Buffer,57
Python,Apex,3
Python,ColdFusion,2
Python,Haxe,3
Python,SQF,2
Python,Pascal,8
Python,QML,27
Python,Common Lisp,15
Python,Chapel,1
Python,Tcl,17
Python,PureScript,5
Python,ASP,11
Python,BitBake,28
Python,Perl 6,7
Python,PostScript,23
Python,FreeMarker,5
Python,Modelica,9
Python,Web Ontology Language,18
Python,ApacheConf,18
Python,Processing,11
Python,Smalltalk,3
Python,Nim,10
Python,Liquid,3
Python,Mathematica,9
Python,Eagle,18
Python,Racket,3
Python,ActionScript,4
Python,Logos,6
Python,Standard ML,12
Python,Nginx,42
Python,GAP,4
Python,Scheme,19
Python,API Blueprint,10
Python,SQLPL,5
Python,WebAssembly,1
Python,MAXScript,1
Python,Verilog,15
Python,SourcePawn,4
Python,VHDL,16
Python,Coq,3
Python,NSIS,4
Python,RobotFramework,9
Python,Yacc,2
Python,Prolog,10
Python,VimL,23
Python,1C Enterprise,0
Python,RAML,5
Python,GDScript,3
Python,GLSL,9
Python,Cuda,11
Python,M4,22
Python,DIGITAL Command Language,10
Python,SMT,1
Python,Objective-C++,4
Python,Pony,1
Python,XQuery,2
Python,LabVIEW,0
Python,Gosu,1
Python,LLVM,3
Python,Inform 7,0
Python,ABAP,0
Python,Xtend,0
Python,XC,2
Python,CartoCSS,4
Python,P4,4
Python,AutoHotkey,0
Python,LookML,0
Python,KiCad,12
Python,Gnuplot,2
Python,LiveScript,1
Python,Scilab,2
Python,OpenEdge ABL,2
Python,Hack,2
Python,Ren'Py,2
Python,GCC Machine Description,3
Python,SAS,1
Python,Ada,1
Python,SystemVerilog,1
Python,Stata,1
Python,ANTLR,3
Python,nesC,1
Python,Perl6,2
Python,OpenSCAD,3
Python,Objective-J,0
Python,Game Maker Language,2
Python,UnrealScript,0
Python,EmberScript,6
Python,ShaderLab,1
Python,PowerBuilder,0
Python,COBOL,0
Python,Ring,0
Python,FORTRAN,5
Python,Eiffel,0
Python,Shen,1
Python,Squirrel,2
Python,M,2
Python,Thrift,4
Python,AMPL,4
Python,Brainfuck,2
Python,Red,0
Python,GAMS,2
Python,LSL,1
Python,POV-Ray SDL,3
Python,HLSL,0
Python,NCL,0
Python,Idris,2
Python,AGS Script,3
Python,Forth,0
Python,SuperCollider,3
Python,SRecode Template,0
Python,IDL,4
Python,QMake,5
Python,Brightscript,0
Python,APL,2
Python,Harbour,0
Python,Rascal,2
Python,Stan,0
Python,NetLogo,0
Python,AutoIt,0
Python,HyPhy,2
Python,Ragel,2
Python,AngelScript,0
Python,AppleScript,4
Python,MoonScript,3
Python,Inno Setup,5
Python,Lean,2
Python,Mako,4
Python,PAWN,1
Python,LilyPond,2
Python,Augeas,2
Python,Ceylon,3
Python,Awk,2
Python,Smali,1
Python,Pure Data,1
Python,Rebol,2
Python,Max,1
Python,IGOR Pro,1
Python,PureBasic,1
Python,Lex,1
Python,DTrace,0
Python,Terra,0
Python,Mask,0
Python,Component Pascal,0
Python,Slash,1
Python,ooc,0
Python,Agda,1
Python,VCL,3
Python,Logtalk,1
Python,Isabelle,1
Python,CLIPS,0
Python,Grammatical Framework,0
Python,Bro,3
Python,Groff,1
Python,xBase,0
Python,Factor,2
Python,Propeller Spin,0
Python,Pan,4
Python,E,0
Python,Nimrod,0
Python,NewLisp,0
Python,AspectJ,0
Python,Lasso,0
Python,Io,2
Python,ECL,0
Python,Xojo,1
Python,Papyrus,0
Python,XProc,0
Python,Mercury,2
Python,Uno,0
Python,Clean,0
Python,LOLCODE,0
Python,MQL5,0
Python,Cucumber,0
Python,Alloy,1
Python,LoomScript,0
Python,MQL4,0
Python,Volt,0
Python,Jolie,0
Python,Turing,1
Python,Cirru,0
Python,Zephir,0
Python,Limbo,2
Python,Parrot,0
Python,WebIDL,0
Python,Diff,0
Python,Meson,1
Python,TI Program,0
Python,wdl,0
Python,Ballerina,0
Python,PigLatin,0
Python,Arc,1
Python,RenderScript,1
Python,PicoLisp,1
Python,Pep8,0
Python,EQ,0
Python,Self,0
Python,GDB,0
Python,X10,0
Python,Handlebars,1
Python,Modula-2,0
Python,Genshi,0
Python,BlitzBasic,0
Python,Glyph,0
Python,Csound Document,1
Python,DOT,0
Python,FLUX,0
Python,Metal,0
Python,Cool,1
Python,eC,0
Python,Jasmin,0
Python,Nemerle,0
Python,CWeb,0
Python,Hy,1
Python,ATS,0
Python,Ragel in Ruby Host,0
Python,Delphi,1
Java,HTML,2300
Java,Ruby,722
Java,PHP,677
Java,C++,826
Java,Go,554
Java,CSS,1090
Java,C#,573
Java,TypeScript,631
Java,C,633
Java,Shell,1320
Java,Scala,357
Java,Swift,268
Java,PowerShell,32
Java,Rust,58
Java,Objective-C,410
Java,Jupyter Notebook,120
Java,DM,4
Java,R,57
Java,Lua,36
Java,Kotlin,430
Java,Elixir,20
Java,Perl,88
Java,Vue,39
Java,Makefile,193
Java,Groovy,320
Java,Julia,1
Java,Haskell,39
Java,CoffeeScript,58
Java,TeX,82
Java,Clojure,79
Java,HCL,31
Java,OCaml,12
Java,Vim script,23
Java,XSLT,112
Java,Nix,2
Java,Matlab,36
Java,CMake,22
Java,Dart,28
Java,Erlang,15
Java,Puppet,21
Java,Emacs Lisp,22
Java,Smarty,27
Java,PLpgSQL,36
Java,Visual Basic,16
Java,Fortran,6
Java,Arduino,34
Java,F#,4
Java,D,3
Java,Batchfile,29
Java,Assembly,18
Java,Elm,9
Java,Crystal,5
Java,SaltStack,4
Java,Roff,37
Java,Vala,5
Java,Gherkin,35
Java,PLSQL,25
Java,Protocol Buffer,35
Java,Apex,2
Java,ColdFusion,5
Java,Haxe,4
Java,SQF,1
Java,Pascal,10
Java,QML,6
Java,Common Lisp,1
Java,Chapel,0
Java,Tcl,5
Java,PureScript,3
Java,ASP,6
Java,BitBake,1
Java,Perl 6,3
Java,PostScript,5
Java,FreeMarker,12
Java,Modelica,2
Java,Web Ontology Language,22
Java,ApacheConf,11
Java,Processing,7
Java,Smalltalk,2
Java,Nim,3
Java,Liquid,2
Java,Mathematica,1
Java,Eagle,2
Java,Racket,2
Java,ActionScript,5
Java,Logos,5
Java,Standard ML,8
Java,Nginx,14
Java,GAP,1
Java,Scheme,10
Java,API Blueprint,1
Java,SQLPL,19
Java,WebAssembly,0
Java,MAXScript,0
Java,Verilog,1
Java,SourcePawn,0
Java,VHDL,3
Java,Coq,1
Java,NSIS,1
Java,RobotFramework,4
Java,Yacc,2
Java,Prolog,9
Java,VimL,6
Java,1C Enterprise,2
Java,RAML,11
Java,GDScript,3
Java,GLSL,1
Java,Cuda,1
Java,M4,3
Java,DIGITAL Command Language,2
Java,SMT,1
Java,Objective-C++,6
Java,Pony,1
Java,XQuery,9
Java,LabVIEW,0
Java,Gosu,0
Java,LLVM,3
Java,Inform 7,0
Java,ABAP,1
Java,Xtend,16
Java,XC,0
Java,CartoCSS,0
Java,P4,1
Java,AutoHotkey,0
Java,LookML,0
Java,KiCad,2
Java,Gnuplot,0
Java,LiveScript,0
Java,Scilab,0
Java,OpenEdge ABL,5
Java,Hack,1
Java,Ren'Py,1
Java,GCC Machine Description,6
Java,SAS,0
Java,Ada,0
Java,SystemVerilog,0
Java,Stata,0
Java,ANTLR,5
Java,nesC,0
Java,Perl6,2
Java,OpenSCAD,0
Java,Objective-J,0
Java,Game Maker Language,1
Java,UnrealScript,0
Java,EmberScript,0
Java,ShaderLab,1
Java,PowerBuilder,0
Java,COBOL,2
Java,Ring,0
Java,FORTRAN,1
Java,Eiffel,1
Java,Shen,2
Java,Squirrel,0
Java,M,1
Java,Thrift,5
Java,AMPL,2
Java,Brainfuck,4
Java,Red,0
Java,GAMS,0
Java,LSL,0
Java,POV-Ray SDL,0
Java,HLSL,0
Java,NCL,0
Java,Idris,0
Java,AGS Script,0
Java,Forth,1
Java,SuperCollider,0
Java,SRecode Template,0
Java,IDL,3
Java,QMake,1
Java,Brightscript,0
Java,APL,0
Java,Harbour,1
Java,Rascal,1
Java,Stan,0
Java,NetLogo,1
Java,AutoIt,0
Java,HyPhy,0
Java,Ragel,0
Java,AngelScript,0
Java,AppleScript,3
Java,MoonScript,0
Java,Inno Setup,1
Java,Lean,0
Java,Mako,1
Java,PAWN,1
Java,LilyPond,1
Java,Augeas,0
Java,Ceylon,2
Java,Awk,1
Java,Smali,2
Java,Pure Data,0
Java,Rebol,0
Java,Max,0
Java,IGOR Pro,0
Java,PureBasic,2
Java,Lex,5
Java,DTrace,0
Java,Terra,2
Java,Mask,0
Java,Component Pascal,0
Java,Slash,3
Java,ooc,0
Java,Agda,0
Java,VCL,0
Java,Logtalk,0
Java,Isabelle,0
Java,CLIPS,1
Java,Grammatical Framework,0
Java,Bro,0
Java,Groff,0
Java,xBase,0
Java,Factor,0
Java,Propeller Spin,0
Java,Pan,0
Java,E,1
Java,Nimrod,0
Java,NewLisp,0
Java,AspectJ,1
Java,Lasso,0
Java,Io,2
Java,ECL,0
Java,Xojo,0
Java,Papyrus,0
Java,XProc,1
Java,Mercury,1
Java,Uno,0
Java,Clean,0
Java,LOLCODE,1
Java,MQL5,0
Java,Cucumber,1
Java,Alloy,2
Java,LoomScript,0
Java,MQL4,0
Java,Volt,0
Java,Jolie,0
Java,Turing,1
Java,Cirru,0
Java,Zephir,0
Java,Limbo,0
Java,Parrot,0
Java,WebIDL,0
Java,Diff,0
Java,Meson,0
Java,TI Program,0
Java,wdl,0
Java,Ballerina,2
Java,PigLatin,0
Java,Arc,1
Java,RenderScript,1
Java,PicoLisp,0
Java,Pep8,0
Java,EQ,0
Java,Self,0
Java,GDB,0
Java,X10,0
Java,Handlebars,0
Java,Modula-2,0
Java,Genshi,0
Java,BlitzBasic,0
Java,Glyph,0
Java,Csound Document,0
Java,DOT,0
Java,FLUX,0
Java,Metal,0
Java,Cool,0
Java,eC,0
Java,Jasmin,1
Java,Nemerle,0
Java,CWeb,0
Java,Hy,0
Java,ATS,0
Java,Ragel in Ruby Host,0
Java,Delphi,0
HTML,Ruby,2095
HTML,PHP,1672
HTML,C++,738
HTML,Go,694
HTML,CSS,4479
HTML,C#,555
HTML,TypeScript,945
HTML,C,567
HTML,Shell,1319
HTML,Scala,210
HTML,Swift,184
HTML,PowerShell,57
HTML,Rust,139
HTML,Objective-C,157
HTML,Jupyter Notebook,314
HTML,DM,3
HTML,R,265
HTML,Lua,58
HTML,Kotlin,73
HTML,Elixir,94
HTML,Perl,113
HTML,Vue,115
HTML,Makefile,170
HTML,Groovy,94
HTML,Julia,27
HTML,Haskell,68
HTML,CoffeeScript,136
HTML,TeX,152
HTML,Clojure,50
HTML,HCL,68
HTML,OCaml,22
HTML,Vim script,64
HTML,XSLT,73
HTML,Nix,6
HTML,Matlab,36
HTML,CMake,48
HTML,Dart,18
HTML,Erlang,18
HTML,Puppet,85
HTML,Emacs Lisp,31
HTML,Smarty,31
HTML,PLpgSQL,52
HTML,Visual Basic,13
HTML,Fortran,11
HTML,Arduino,50
HTML,F#,14
HTML,D,7
HTML,Batchfile,34
HTML,Assembly,17
HTML,Elm,28
HTML,Crystal,13
HTML,SaltStack,28
HTML,Roff,21
HTML,Vala,8
HTML,Gherkin,15
HTML,PLSQL,8
HTML,Protocol Buffer,13
HTML,Apex,4
HTML,ColdFusion,2
HTML,Haxe,12
HTML,SQF,1
HTML,Pascal,12
HTML,QML,11
HTML,Common Lisp,4
HTML,Chapel,0
HTML,Tcl,1
HTML,PureScript,7
HTML,ASP,12
HTML,BitBake,7
HTML,Perl 6,8
HTML,PostScript,15
HTML,FreeMarker,7
HTML,Modelica,0
HTML,Web Ontology Language,23
HTML,ApacheConf,43
HTML,Processing,13
HTML,Smalltalk,2
HTML,Nim,4
HTML,Liquid,9
HTML,Mathematica,7
HTML,Eagle,6
HTML,Racket,5
HTML,ActionScript,5
HTML,Logos,3
HTML,Standard ML,10
HTML,Nginx,35
HTML,GAP,2
HTML,Scheme,8
HTML,API Blueprint,9
HTML,SQLPL,8
HTML,WebAssembly,0
HTML,MAXScript,0
HTML,Verilog,13
HTML,SourcePawn,5
HTML,VHDL,8
HTML,Coq,4
HTML,NSIS,6
HTML,RobotFramework,3
HTML,Yacc,3
HTML,Prolog,5
HTML,VimL,12
HTML,1C Enterprise,1
HTML,RAML,5
HTML,GDScript,0
HTML,GLSL,3
HTML,Cuda,6
HTML,M4,8
HTML,DIGITAL Command Language,3
HTML,SMT,1
HTML,Objective-C++,5
HTML,Pony,4
HTML,XQuery,6
HTML,LabVIEW,0
HTML,Gosu,0
HTML,LLVM,2
HTML,Inform 7,0
HTML,ABAP,2
HTML,Xtend,0
HTML,XC,0
HTML,CartoCSS,3
HTML,P4,0
HTML,AutoHotkey,3
HTML,LookML,1
HTML,KiCad,12
HTML,Gnuplot,0
HTML,LiveScript,4
HTML,Scilab,1
HTML,OpenEdge ABL,4
HTML,Hack,1
HTML,Ren'Py,1
HTML,GCC Machine Description,3
HTML,SAS,2
HTML,Ada,0
HTML,SystemVerilog,3
HTML,Stata,1
HTML,ANTLR,1
HTML,nesC,1
HTML,Perl6,3
HTML,OpenSCAD,2
HTML,Objective-J,1
HTML,Game Maker Language,1
HTML,UnrealScript,0
HTML,EmberScript,1
HTML,ShaderLab,1
HTML,PowerBuilder,0
HTML,COBOL,1
HTML,Ring,0
HTML,FORTRAN,1
HTML,Eiffel,0
HTML,Shen,0
HTML,Squirrel,0
HTML,M,2
HTML,Thrift,7
HTML,AMPL,3
HTML,Brainfuck,4
HTML,Red,0
HTML,GAMS,0
HTML,LSL,2
HTML,POV-Ray SDL,1
HTML,HLSL,2
HTML,NCL,0
HTML,Idris,3
HTML,AGS Script,1
HTML,Forth,2
HTML,SuperCollider,0
HTML,SRecode Template,0
HTML,IDL,0
HTML,QMake,1
HTML,Brightscript,0
HTML,APL,0
HTML,Harbour,4
HTML,Rascal,0
HTML,Stan,4
HTML,NetLogo,1
HTML,AutoIt,0
HTML,HyPhy,0
HTML,Ragel,0
HTML,AngelScript,0
HTML,AppleScript,3
HTML,MoonScript,1
HTML,Inno Setup,1
HTML,Lean,0
HTML,Mako,0
HTML,PAWN,0
HTML,LilyPond,0
HTML,Augeas,1
HTML,Ceylon,3
HTML,Awk,0
HTML,Smali,2
HTML,Pure Data,0
HTML,Rebol,0
HTML,Max,1
HTML,IGOR Pro,0
HTML,PureBasic,1
HTML,Lex,0
HTML,DTrace,2
HTML,Terra,1
HTML,Mask,2
HTML,Component Pascal,1
HTML,Slash,1
HTML,ooc,0
HTML,Agda,0
HTML,VCL,3
HTML,Logtalk,0
HTML,Isabelle,0
HTML,CLIPS,0
HTML,Grammatical Framework,0
HTML,Bro,0
HTML,Groff,2
HTML,xBase,1
HTML,Factor,0
HTML,Propeller Spin,0
HTML,Pan,1
HTML,E,0
HTML,Nimrod,1
HTML,NewLisp,0
HTML,AspectJ,0
HTML,Lasso,0
HTML,Io,3
HTML,ECL,0
HTML,Xojo,0
HTML,Papyrus,0
HTML,XProc,0
HTML,Mercury,0
HTML,Uno,0
HTML,Clean,0
HTML,LOLCODE,0
HTML,MQL5,0
HTML,Cucumber,2
HTML,Alloy,1
HTML,LoomScript,0
HTML,MQL4,0
HTML,Volt,0
HTML,Jolie,0
HTML,Turing,0
HTML,Cirru,0
HTML,Zephir,0
HTML,Limbo,0
HTML,Parrot,0
HTML,WebIDL,0
HTML,Diff,0
HTML,Meson,0
HTML,TI Program,0
HTML,wdl,2
HTML,Ballerina,1
HTML,PigLatin,0
HTML,Arc,0
HTML,RenderScript,1
HTML,PicoLisp,0
HTML,Pep8,0
HTML,EQ,0
HTML,Self,0
HTML,GDB,1
HTML,X10,1
HTML,Handlebars,0
HTML,Modula-2,0
HTML,Genshi,1
HTML,BlitzBasic,0
HTML,Glyph,0
HTML,Csound Document,0
HTML,DOT,0
HTML,FLUX,0
HTML,Metal,0
HTML,Cool,0
HTML,eC,0
HTML,Jasmin,0
HTML,Nemerle,0
HTML,CWeb,0
HTML,Hy,0
HTML,ATS,0
HTML,Ragel in Ruby Host,0
HTML,Delphi,0
Ruby,PHP,446
Ruby,C++,257
Ruby,Go,623
Ruby,CSS,1255
Ruby,C#,178
Ruby,TypeScript,234
Ruby,C,299
Ruby,Shell,1003
Ruby,Scala,87
Ruby,Swift,167
Ruby,PowerShell,41
Ruby,Rust,101
Ruby,Objective-C,165
Ruby,Jupyter Notebook,41
Ruby,DM,0
Ruby,R,34
Ruby,Lua,25
Ruby,Kotlin,38
Ruby,Elixir,178
Ruby,Perl,83
Ruby,Vue,33
Ruby,Makefile,141
Ruby,Groovy,63
Ruby,Julia,6
Ruby,Haskell,38
Ruby,CoffeeScript,133
Ruby,TeX,40
Ruby,Clojure,60
Ruby,HCL,99
Ruby,OCaml,9
Ruby,Vim script,83
Ruby,XSLT,43
Ruby,Nix,2
Ruby,Matlab,9
Ruby,CMake,17
Ruby,Dart,9
Ruby,Erlang,21
Ruby,Puppet,184
Ruby,Emacs Lisp,36
Ruby,Smarty,25
Ruby,PLpgSQL,19
Ruby,Visual Basic,3
Ruby,Fortran,3
Ruby,Arduino,14
Ruby,F#,3
Ruby,D,6
Ruby,Batchfile,13
Ruby,Assembly,4
Ruby,Elm,18
Ruby,Crystal,30
Ruby,SaltStack,30
Ruby,Roff,15
Ruby,Vala,2
Ruby,Gherkin,42
Ruby,PLSQL,4
Ruby,Protocol Buffer,9
Ruby,Apex,2
Ruby,ColdFusion,1
Ruby,Haxe,2
Ruby,SQF,0
Ruby,Pascal,6
Ruby,QML,4
Ruby,Common Lisp,0
Ruby,Chapel,0
Ruby,Tcl,5
Ruby,PureScript,4
Ruby,ASP,1
Ruby,BitBake,4
Ruby,Perl 6,3
Ruby,PostScript,3
Ruby,FreeMarker,1
Ruby,Modelica,0
Ruby,Web Ontology Language,6
Ruby,ApacheConf,8
Ruby,Processing,3
Ruby,Smalltalk,2
Ruby,Nim,1
Ruby,Liquid,7
Ruby,Mathematica,1
Ruby,Eagle,4
Ruby,Racket,4
Ruby,ActionScript,1
Ruby,Logos,3
Ruby,Standard ML,7
Ruby,Nginx,17
Ruby,GAP,1
Ruby,Scheme,13
Ruby,API Blueprint,3
Ruby,SQLPL,6
Ruby,WebAssembly,0
Ruby,MAXScript,0
Ruby,Verilog,0
Ruby,SourcePawn,2
Ruby,VHDL,0
Ruby,Coq,1
Ruby,NSIS,0
Ruby,RobotFramework,0
Ruby,Yacc,5
Ruby,Prolog,4
Ruby,VimL,25
Ruby,1C Enterprise,0
Ruby,RAML,2
Ruby,GDScript,0
Ruby,GLSL,0
Ruby,Cuda,0
Ruby,M4,2
Ruby,DIGITAL Command Language,5
Ruby,SMT,1
Ruby,Objective-C++,2
Ruby,Pony,3
Ruby,XQuery,1
Ruby,LabVIEW,0
Ruby,Gosu,0
Ruby,LLVM,2
Ruby,Inform 7,0
Ruby,ABAP,2
Ruby,Xtend,1
Ruby,XC,0
Ruby,CartoCSS,1
Ruby,P4,0
Ruby,AutoHotkey,0
Ruby,LookML,1
Ruby,KiCad,0
Ruby,Gnuplot,1
Ruby,LiveScript,0
Ruby,Scilab,0
Ruby,OpenEdge ABL,0
Ruby,Hack,2
Ruby,Ren'Py,1
Ruby,GCC Machine Description,2
Ruby,SAS,0
Ruby,Ada,0
Ruby,SystemVerilog,0
Ruby,Stata,0
Ruby,ANTLR,1
Ruby,nesC,0
Ruby,Perl6,1
Ruby,OpenSCAD,0
