column,metric,cohort,language,value
days_open_merged,mean,2017-08,COBOL,0.14285714285714285
days_open_merged,mean,2017-08,CSS,2.9442699844973568
days_open_merged,mean,2017-08,CWeb,
days_open_merged,mean,2017-08,CartoCSS,23.22222222222222
days_open_merged,mean,2017-08,Ceylon,0.7
days_open_merged,mean,2017-08,Chapel,1.4853556485355648
days_open_merged,mean,2017-08,Cirru,1.3333333333333333
days_open_merged,mean,2017-08,Clean,0.0
days_open_merged,mean,2017-08,Clojure,5.4625212947189095
days_open_merged,mean,2017-08,CoffeeScript,11.377649325626205
days_open_merged,mean,2017-08,ColdFusion,5.971590909090909
days_open_merged,mean,2017-08,Common Lisp,8.71219512195122
days_open_merged,mean,2017-08,Component Pascal,0.0
days_open_merged,mean,2017-08,Cool,
days_open_merged,mean,2017-08,Coq,1.6842105263157894
days_open_merged,mean,2017-08,Crystal,8.012096774193548
days_open_merged,mean,2017-08,Csound Document,
days_open_merged,mean,2017-08,Cucumber,77.0
days_open_merged,mean,2017-08,Cuda,2.466666666666667
days_open_merged,mean,2017-08,D,6.861990950226244
days_open_merged,mean,2017-08,DIGITAL Command Language,1.5681818181818181
days_open_merged,mean,2017-08,DM,3.1821724305893815
days_open_merged,mean,2017-08,DOT,
days_open_merged,mean,2017-08,DTrace,0.4444444444444444
days_open_merged,mean,2017-08,Dart,3.055312954876274
days_open_merged,mean,2017-08,Delphi,
days_open_merged,mean,2017-08,Diff,0.0
days_open_merged,mean,2017-08,E,
days_open_merged,mean,2017-08,ECL,17.25
days_open_merged,mean,2017-08,EQ,
days_open_merged,mean,2017-08,Eagle,4.796052631578948
days_open_merged,mean,2017-08,Eiffel,6.583333333333333
days_open_merged,mean,2017-08,Elixir,4.60204991087344
days_open_merged,mean,2017-08,Elm,5.4603174603174605
days_open_merged,mean,2017-08,Emacs Lisp,8.735945485519592
days_open_merged,mean,2017-08,EmberScript,1.5333333333333334
days_open_merged,mean,2017-08,Erlang,13.292079207920793
days_open_merged,mean,2017-08,F#,7.850129198966409
days_open_merged,mean,2017-08,FLUX,
days_open_merged,mean,2017-08,FORTRAN,19.4
days_open_merged,mean,2017-08,Factor,3.3333333333333335
days_open_merged,mean,2017-08,Forth,0.0
days_open_merged,mean,2017-08,Fortran,3.126849894291755
days_open_merged,mean,2017-08,FreeMarker,0.8238341968911918
days_open_merged,mean,2017-08,GAMS,0.0
days_open_merged,mean,2017-08,GAP,3.7
days_open_merged,mean,2017-08,GCC Machine Description,0.0
days_open_merged,mean,2017-08,GDB,0.0
days_open_merged,mean,2017-08,GDScript,4.101449275362318
days_open_merged,mean,2017-08,GLSL,0.7777777777777778
days_open_merged,mean,2017-08,Game Maker Language,1.625
days_open_merged,mean,2017-08,Genshi,
days_open_merged,mean,2017-08,Gherkin,5.283720930232558
days_open_merged,mean,2017-08,Glyph,50.0
days_open_merged,mean,2017-08,Gnuplot,4.548387096774194
days_open_merged,mean,2017-08,Go,4.407312429576097
days_open_merged,mean,2017-08,Gosu,0.2786885245901639
days_open_merged,mean,2017-08,Grammatical Framework,1.0
days_open_merged,mean,2017-08,Groff,0.0
days_open_merged,mean,2017-08,Groovy,3.8347311297483966
days_open_merged,mean,2017-08,HCL,1.9323715058611362
days_open_merged,mean,2017-08,HLSL,15.625
days_open_merged,mean,2017-08,HTML,2.3872433645942714
days_open_merged,mean,2017-08,Hack,5.7
days_open_merged,mean,2017-08,Handlebars,15.0
days_open_merged,mean,2017-08,Harbour,57.6
days_open_merged,mean,2017-08,Haskell,5.6302652106084246
days_open_merged,mean,2017-08,Haxe,3.3515151515151516
days_open_merged,mean,2017-08,Hy,0.0
days_open_merged,mean,2017-08,HyPhy,0.0
days_open_merged,mean,2017-08,IDL,10.428571428571429
days_open_merged,mean,2017-08,IGOR Pro,0.0
days_open_merged,mean,2017-08,Idris,6.518518518518518
days_open_merged,mean,2017-08,Inform 7,4.333333333333333
days_open_merged,mean,2017-08,Inno Setup,0.36363636363636365
days_open_merged,mean,2017-08,Io,0.0
days_open_merged,mean,2017-08,Isabelle,1.1428571428571428
days_open_merged,mean,2017-08,Jasmin,
days_open_merged,mean,2017-08,Java,3.7814924418139646
days_open_merged,mean,2017-08,JavaScript,3.318988606211956
days_open_merged,mean,2017-08,Jolie,0.0
days_open_merged,mean,2017-08,Julia,6.76595744680851
days_open_merged,mean,2017-08,Jupyter Notebook,3.0454828660436135
days_open_merged,mean,2017-08,KiCad,7.8
days_open_merged,mean,2017-08,Kotlin,2.0879930645860423
days_open_merged,mean,2017-08,LLVM,1.5
days_open_merged,mean,2017-08,LOLCODE,0.0
days_open_merged,mean,2017-08,LSL,1.375
days_open_merged,mean,2017-08,LabVIEW,1.1851851851851851
days_open_merged,mean,2017-08,Lasso,0.0
days_open_merged,mean,2017-08,Lean,2.2222222222222223
days_open_merged,mean,2017-08,Lex,0.0
days_open_merged,mean,2017-08,LilyPond,0.0
days_open_merged,mean,2017-08,Limbo,
days_open_merged,mean,2017-08,Liquid,1.4403669724770642
days_open_merged,mean,2017-08,LiveScript,8.375
days_open_merged,mean,2017-08,Logos,1.130718954248366
days_open_merged,mean,2017-08,Logtalk,0.0
days_open_merged,mean,2017-08,LookML,0.0
days_open_merged,mean,2017-08,LoomScript,
days_open_merged,mean,2017-08,Lua,4.179941002949852
days_open_merged,mean,2017-08,M,1.103448275862069
days_open_merged,mean,2017-08,M4,21.195121951219512
days_open_merged,mean,2017-08,MAXScript,2.923076923076923
days_open_merged,mean,2017-08,MQL4,0.0
days_open_merged,mean,2017-08,MQL5,
days_open_merged,mean,2017-08,Makefile,5.382683057188669
days_open_merged,mean,2017-08,Mako,9.857142857142858
days_open_merged,mean,2017-08,Mask,0.75
days_open_merged,mean,2017-08,Mathematica,0.697986577181208
days_open_merged,mean,2017-08,Matlab,3.496909765142151
days_open_merged,mean,2017-08,Max,0.125
days_open_merged,mean,2017-08,Mercury,
days_open_merged,mean,2017-08,Meson,
days_open_merged,mean,2017-08,Metal,0.0
days_open_merged,mean,2017-08,Modelica,14.604651162790697
days_open_merged,mean,2017-08,Modula-2,0.0
days_open_merged,mean,2017-08,MoonScript,5.666666666666667
days_open_merged,mean,2017-08,NCL,0.0
days_open_merged,mean,2017-08,NSIS,0.8490566037735849
days_open_merged,mean,2017-08,Nemerle,0.0
days_open_merged,mean,2017-08,NetLogo,0.5555555555555556
days_open_merged,mean,2017-08,NewLisp,
days_open_merged,mean,2017-08,Nginx,4.5
days_open_merged,mean,2017-08,Nim,5.666666666666667
days_open_merged,mean,2017-08,Nimrod,19.0
days_open_merged,mean,2017-08,Nix,3.7879490150637314
days_open_merged,mean,2017-08,OCaml,6.247279920870425
days_open_merged,mean,2017-08,Objective-C,4.9799863543325
days_open_merged,mean,2017-08,Objective-C++,2.1463414634146343
days_open_merged,mean,2017-08,Objective-J,3.2
days_open_merged,mean,2017-08,OpenEdge ABL,2.4
days_open_merged,mean,2017-08,OpenSCAD,4.090909090909091
days_open_merged,mean,2017-08,P4,1.5853658536585367
days_open_merged,mean,2017-08,PAWN,1.25
days_open_merged,mean,2017-08,PHP,5.659742248309302
days_open_merged,mean,2017-08,PLSQL,1.2872340425531914
days_open_merged,mean,2017-08,PLpgSQL,1.5783308931185944
days_open_merged,mean,2017-08,POV-Ray SDL,87.14285714285714
days_open_merged,mean,2017-08,Pan,11.333333333333334
days_open_merged,mean,2017-08,Papyrus,0.0
days_open_merged,mean,2017-08,Parrot,0.0
days_open_merged,mean,2017-08,Pascal,3.234375
days_open_merged,mean,2017-08,Pep8,
days_open_merged,mean,2017-08,Perl,20.379969024264327
days_open_merged,mean,2017-08,Perl 6,15.10897435897436
days_open_merged,mean,2017-08,Perl6,19.387096774193548
days_open_merged,mean,2017-08,PicoLisp,1.0
days_open_merged,mean,2017-08,PigLatin,
days_open_merged,mean,2017-08,Pony,0.8947368421052632
days_open_merged,mean,2017-08,PostScript,0.819047619047619
days_open_merged,mean,2017-08,PowerBuilder,0.0
days_open_merged,mean,2017-08,PowerShell,2.568993074054342
days_open_merged,mean,2017-08,Processing,0.3197278911564626
days_open_merged,mean,2017-08,Prolog,37.60606060606061
days_open_merged,mean,2017-08,Propeller Spin,
days_open_merged,mean,2017-08,Protocol Buffer,34.6140350877193
days_open_merged,mean,2017-08,Puppet,6.107669616519174
days_open_merged,mean,2017-08,Pure Data,0.0
days_open_merged,mean,2017-08,PureBasic,6.333333333333333
days_open_merged,mean,2017-08,PureScript,11.611374407582938
days_open_merged,mean,2017-08,Python,5.953853169174646
days_open_merged,mean,2017-08,QML,2.8404255319148937
days_open_merged,mean,2017-08,QMake,3.6923076923076925
days_open_merged,mean,2017-08,R,5.19281045751634
days_open_merged,mean,2017-08,RAML,1.1875
days_open_merged,mean,2017-08,Racket,1.766355140186916
days_open_merged,mean,2017-08,Ragel,103.15384615384616
days_open_merged,mean,2017-08,Ragel in Ruby Host,
days_open_merged,mean,2017-08,Rascal,9.714285714285714
days_open_merged,mean,2017-08,Rebol,0.0
days_open_merged,mean,2017-08,Red,3.0588235294117645
days_open_merged,mean,2017-08,Ren'Py,4.818181818181818
days_open_merged,mean,2017-08,RenderScript,0.0
days_open_merged,mean,2017-08,Ring,0.0
days_open_merged,mean,2017-08,RobotFramework,1.9411764705882353
days_open_merged,mean,2017-08,Roff,1.167883211678832
days_open_merged,mean,2017-08,Ruby,4.129859307778768
days_open_merged,mean,2017-08,Rust,3.9058512978442588
days_open_merged,mean,2017-08,SAS,2.0697674418604652
days_open_merged,mean,2017-08,SMT,6.476190476190476
days_open_merged,mean,2017-08,SQF,1.7816091954022988
days_open_merged,mean,2017-08,SQLPL,2.0348837209302326
days_open_merged,mean,2017-08,SRecode Template,2.125
days_open_merged,mean,2017-08,SaltStack,7.334277620396601
days_open_merged,mean,2017-08,Scala,3.8112195792657775
days_open_merged,mean,2017-08,Scheme,3.857142857142857
days_open_merged,mean,2017-08,Scilab,0.0
days_open_merged,mean,2017-08,Self,
days_open_merged,mean,2017-08,ShaderLab,0.0
days_open_merged,mean,2017-08,Shell,4.677661268914255
days_open_merged,mean,2017-08,Shen,
days_open_merged,mean,2017-08,Slash,10.833333333333334
days_open_merged,mean,2017-08,Smali,2.0
days_open_merged,mean,2017-08,Smalltalk,5.1066666666666665
days_open_merged,mean,2017-08,Smarty,5.6504504504504505
days_open_merged,mean,2017-08,SourcePawn,4.204301075268817
days_open_merged,mean,2017-08,Squirrel,4.885714285714286
days_open_merged,mean,2017-08,Stan,14.3
days_open_merged,mean,2017-08,Standard ML,25.166666666666668
days_open_merged,mean,2017-08,Stata,0.0
days_open_merged,mean,2017-08,SuperCollider,0.23076923076923078
days_open_merged,mean,2017-08,Swift,3.335126189491105
days_open_merged,mean,2017-08,SystemVerilog,3.5714285714285716
days_open_merged,mean,2017-08,TI Program,
days_open_merged,mean,2017-08,Tcl,4.24822695035461
days_open_merged,mean,2017-08,TeX,8.890895953757225
days_open_merged,mean,2017-08,Terra,0.8333333333333334
days_open_merged,mean,2017-08,Thrift,4.166666666666667
days_open_merged,mean,2017-08,Turing,
days_open_merged,mean,2017-08,TypeScript,2.261857202582803
days_open_merged,mean,2017-08,Uno,0.0
days_open_merged,mean,2017-08,UnrealScript,7.555555555555555
days_open_merged,mean,2017-08,VCL,
days_open_merged,mean,2017-08,VHDL,7.595744680851064
days_open_merged,mean,2017-08,Vala,1.9888059701492538
days_open_merged,mean,2017-08,Verilog,1.4242424242424243
days_open_merged,mean,2017-08,Vim script,12.1849234393404
days_open_merged,mean,2017-08,VimL,42.1764705882353
days_open_merged,mean,2017-08,Visual Basic,2.078559738134206
days_open_merged,mean,2017-08,Volt,1.0
days_open_merged,mean,2017-08,Vue,1.4594827586206895
days_open_merged,mean,2017-08,Web Ontology Language,3.3062200956937797
days_open_merged,mean,2017-08,WebAssembly,1.351063829787234
days_open_merged,mean,2017-08,WebIDL,0.0
days_open_merged,mean,2017-08,X10,
days_open_merged,mean,2017-08,XC,3.9444444444444446
days_open_merged,mean,2017-08,XProc,
days_open_merged,mean,2017-08,XQuery,12.703125
days_open_merged,mean,2017-08,XSLT,4.673392181588903
days_open_merged,mean,2017-08,Xojo,0.0
days_open_merged,mean,2017-08,Xtend,0.40625
days_open_merged,mean,2017-08,Yacc,0.0
days_open_merged,mean,2017-08,Zephir,
days_open_merged,mean,2017-08,eC,
days_open_merged,mean,2017-08,nesC,0.0
days_open_merged,mean,2017-08,ooc,1.0
days_open_merged,mean,2017-08,wdl,
days_open_merged,mean,2017-08,xBase,
days_open_merged,mean,2017-09,1C Enterprise,0.6052631578947368
days_open_merged,mean,2017-09,ABAP,0.4583333333333333
days_open_merged,mean,2017-09,AGS Script,3.95
days_open_merged,mean,2017-09,AMPL,21.23076923076923
days_open_merged,mean,2017-09,ANTLR,20.25
days_open_merged,mean,2017-09,API Blueprint,0.9829059829059829
days_open_merged,mean,2017-09,APL,3.6923076923076925
days_open_merged,mean,2017-09,ASP,0.5217391304347826
days_open_merged,mean,2017-09,ATS,
days_open_merged,mean,2017-09,ActionScript,4.626506024096385
days_open_merged,mean,2017-09,Ada,5.6
days_open_merged,mean,2017-09,Agda,8.8
days_open_merged,mean,2017-09,Alloy,
days_open_merged,mean,2017-09,AngelScript,
days_open_merged,mean,2017-09,ApacheConf,2.247311827956989
days_open_merged,mean,2017-09,Apex,1.1398305084745763
days_open_merged,mean,2017-09,AppleScript,0.25
days_open_merged,mean,2017-09,Arc,
days_open_merged,mean,2017-09,Arduino,2.7969094922737305
days_open_merged,mean,2017-09,AspectJ,
days_open_merged,mean,2017-09,Assembly,3.406824146981627
days_open_merged,mean,2017-09,Augeas,1.7333333333333334
days_open_merged,mean,2017-09,AutoHotkey,2.1904761904761907
days_open_merged,mean,2017-09,AutoIt,0.8888888888888888
days_open_merged,mean,2017-09,Awk,1.8571428571428572
days_open_merged,mean,2017-09,Ballerina,
days_open_merged,mean,2017-09,Batchfile,2.0055555555555555
days_open_merged,mean,2017-09,BitBake,4.849056603773585
days_open_merged,mean,2017-09,BlitzBasic,
days_open_merged,mean,2017-09,Brainfuck,2.272727272727273
days_open_merged,mean,2017-09,Brightscript,0.05
days_open_merged,mean,2017-09,Bro,3.75
days_open_merged,mean,2017-09,C,6.876099120703437
days_open_merged,mean,2017-09,C#,4.252706516702473
days_open_merged,mean,2017-09,C++,6.590558458639935
days_open_merged,mean,2017-09,CLIPS,0.0
days_open_merged,mean,2017-09,CMake,2.461744966442953
days_open_merged,mean,2017-09,COBOL,1.2857142857142858
days_open_merged,mean,2017-09,CSS,2.812482188657737
days_open_merged,mean,2017-09,CWeb,
days_open_merged,mean,2017-09,CartoCSS,15.076923076923077
days_open_merged,mean,2017-09,Ceylon,5.428571428571429
days_open_merged,mean,2017-09,Chapel,1.3984674329501916
days_open_merged,mean,2017-09,Cirru,
days_open_merged,mean,2017-09,Clean,23.0
days_open_merged,mean,2017-09,Clojure,5.766899766899767
days_open_merged,mean,2017-09,CoffeeScript,9.391820580474935
days_open_merged,mean,2017-09,ColdFusion,1.8279569892473118
days_open_merged,mean,2017-09,Common Lisp,12.405882352941177
days_open_merged,mean,2017-09,Component Pascal,0.0
days_open_merged,mean,2017-09,Cool,
days_open_merged,mean,2017-09,Coq,10.36734693877551
days_open_merged,mean,2017-09,Crystal,9.375838926174497
days_open_merged,mean,2017-09,Csound Document,
days_open_merged,mean,2017-09,Cucumber,1.6666666666666667
days_open_merged,mean,2017-09,Cuda,18.5
days_open_merged,mean,2017-09,D,10.776649746192893
days_open_merged,mean,2017-09,DIGITAL Command Language,0.22580645161290322
days_open_merged,mean,2017-09,DM,2.760534846029173
days_open_merged,mean,2017-09,DOT,0.0
days_open_merged,mean,2017-09,DTrace,0.0
days_open_merged,mean,2017-09,Dart,2.448453608247423
days_open_merged,mean,2017-09,Delphi,
days_open_merged,mean,2017-09,Diff,
days_open_merged,mean,2017-09,E,0.0
days_open_merged,mean,2017-09,ECL,10.0
days_open_merged,mean,2017-09,EQ,0.0
days_open_merged,mean,2017-09,Eagle,2.0754716981132075
days_open_merged,mean,2017-09,Eiffel,1.7647058823529411
days_open_merged,mean,2017-09,Elixir,4.483729966002914
days_open_merged,mean,2017-09,Elm,3.869090909090909
days_open_merged,mean,2017-09,Emacs Lisp,11.458801498127341
days_open_merged,mean,2017-09,EmberScript,10.0
days_open_merged,mean,2017-09,Erlang,10.242690058479532
days_open_merged,mean,2017-09,F#,3.5152941176470587
days_open_merged,mean,2017-09,FLUX,4.0
days_open_merged,mean,2017-09,FORTRAN,26.066666666666666
days_open_merged,mean,2017-09,Factor,
days_open_merged,mean,2017-09,Forth,0.9523809523809523
days_open_merged,mean,2017-09,Fortran,2.391796322489392
days_open_merged,mean,2017-09,FreeMarker,0.449438202247191
days_open_merged,mean,2017-09,GAMS,0.0
days_open_merged,mean,2017-09,GAP,16.135593220338983
days_open_merged,mean,2017-09,GCC Machine Description,59.0
days_open_merged,mean,2017-09,GDB,
days_open_merged,mean,2017-09,GDScript,0.9393939393939394
days_open_merged,mean,2017-09,GLSL,0.9743589743589743
days_open_merged,mean,2017-09,Game Maker Language,0.30434782608695654
days_open_merged,mean,2017-09,Genshi,
days_open_merged,mean,2017-09,Gherkin,5.173684210526316
days_open_merged,mean,2017-09,Glyph,
days_open_merged,mean,2017-09,Gnuplot,10.28125
days_open_merged,mean,2017-09,Go,4.481700570261299
days_open_merged,mean,2017-09,Gosu,2.7777777777777777
days_open_merged,mean,2017-09,Grammatical Framework,
days_open_merged,mean,2017-09,Groff,86.6
days_open_merged,mean,2017-09,Groovy,2.9275147928994083
days_open_merged,mean,2017-09,HCL,2.7654545454545456
days_open_merged,mean,2017-09,HLSL,0.5
days_open_merged,mean,2017-09,HTML,2.2491828244558354
days_open_merged,mean,2017-09,Hack,2.95
days_open_merged,mean,2017-09,Handlebars,
days_open_merged,mean,2017-09,Harbour,41.333333333333336
days_open_merged,mean,2017-09,Haskell,6.440270935960591
days_open_merged,mean,2017-09,Haxe,5.3901098901098905
days_open_merged,mean,2017-09,Hy,
days_open_merged,mean,2017-09,HyPhy,1.9473684210526316
days_open_merged,mean,2017-09,IDL,2.3333333333333335
days_open_merged,mean,2017-09,IGOR Pro,0.0
days_open_merged,mean,2017-09,Idris,8.142857142857142
days_open_merged,mean,2017-09,Inform 7,0.8636363636363636
days_open_merged,mean,2017-09,Inno Setup,0.0
days_open_merged,mean,2017-09,Io,0.0
days_open_merged,mean,2017-09,Isabelle,2.6666666666666665
days_open_merged,mean,2017-09,Jasmin,0.0
days_open_merged,mean,2017-09,Java,3.7352340859803546
days_open_merged,mean,2017-09,JavaScript,3.701642101479047
days_open_merged,mean,2017-09,Jolie,
days_open_merged,mean,2017-09,Julia,6.602525556223692
days_open_merged,mean,2017-09,Jupyter Notebook,2.4089448312801287
days_open_merged,mean,2017-09,KiCad,5.071428571428571
days_open_merged,mean,2017-09,Kotlin,1.4025457438345266
days_open_merged,mean,2017-09,LLVM,1.7857142857142858
days_open_merged,mean,2017-09,LOLCODE,0.3333333333333333
days_open_merged,mean,2017-09,LSL,2.8
days_open_merged,mean,2017-09,LabVIEW,5.5
days_open_merged,mean,2017-09,Lasso,
days_open_merged,mean,2017-09,Lean,6.333333333333333
days_open_merged,mean,2017-09,Lex,0.8571428571428571
days_open_merged,mean,2017-09,LilyPond,0.0
days_open_merged,mean,2017-09,Limbo,0.0
days_open_merged,mean,2017-09,Liquid,1.0804020100502512
days_open_merged,mean,2017-09,LiveScript,14.446808510638299
days_open_merged,mean,2017-09,Logos,2.2842105263157895
days_open_merged,mean,2017-09,Logtalk,0.2
days_open_merged,mean,2017-09,LookML,1.4285714285714286
days_open_merged,mean,2017-09,LoomScript,0.0
days_open_merged,mean,2017-09,Lua,3.217665615141956
days_open_merged,mean,2017-09,M,2.6875
days_open_merged,mean,2017-09,M4,1.78125
days_open_merged,mean,2017-09,MAXScript,0.8939393939393939
days_open_merged,mean,2017-09,MQL4,0.0
days_open_merged,mean,2017-09,MQL5,0.0
days_open_merged,mean,2017-09,Makefile,4.844739530132789
days_open_merged,mean,2017-09,Mako,0.0
days_open_merged,mean,2017-09,Mask,5.4
days_open_merged,mean,2017-09,Mathematica,1.029126213592233
days_open_merged,mean,2017-09,Matlab,3.6658163265306123
days_open_merged,mean,2017-09,Max,71.33333333333333
days_open_merged,mean,2017-09,Mercury,0.0
days_open_merged,mean,2017-09,Meson,0.0
days_open_merged,mean,2017-09,Metal,
days_open_merged,mean,2017-09,Modelica,1.8383838383838385
days_open_merged,mean,2017-09,Modula-2,
days_open_merged,mean,2017-09,MoonScript,4.5
days_open_merged,mean,2017-09,NCL,1.75
days_open_merged,mean,2017-09,NSIS,11.507246376811594
days_open_merged,mean,2017-09,Nemerle,
days_open_merged,mean,2017-09,NetLogo,8.5
days_open_merged,mean,2017-09,NewLisp,0.0
days_open_merged,mean,2017-09,Nginx,1.7969924812030076
days_open_merged,mean,2017-09,Nim,4.906666666666666
days_open_merged,mean,2017-09,Nimrod,5.0
days_open_merged,mean,2017-09,Nix,3.5997552019583843
days_open_merged,mean,2017-09,OCaml,7.9054726368159205
days_open_merged,mean,2017-09,Objective-C,7.522595304216107
days_open_merged,mean,2017-09,Objective-C++,1.8571428571428572
days_open_merged,mean,2017-09,Objective-J,19.65625
days_open_merged,mean,2017-09,OpenEdge ABL,1.0571428571428572
days_open_merged,mean,2017-09,OpenSCAD,32.5
days_open_merged,mean,2017-09,P4,5.377777777777778
days_open_merged,mean,2017-09,PAWN,0.0
days_open_merged,mean,2017-09,PHP,6.32739382618954
days_open_merged,mean,2017-09,PLSQL,1.1891891891891893
days_open_merged,mean,2017-09,PLpgSQL,2.6198830409356724
days_open_merged,mean,2017-09,POV-Ray SDL,2.0714285714285716
days_open_merged,mean,2017-09,Pan,7.25
days_open_merged,mean,2017-09,Papyrus,
days_open_merged,mean,2017-09,Parrot,
days_open_merged,mean,2017-09,Pascal,1.937062937062937
days_open_merged,mean,2017-09,Pep8,
days_open_merged,mean,2017-09,Perl,9.117216117216117
days_open_merged,mean,2017-09,Perl 6,5.213541666666667
days_open_merged,mean,2017-09,Perl6,41.23809523809524
days_open_merged,mean,2017-09,PicoLisp,
days_open_merged,mean,2017-09,PigLatin,
days_open_merged,mean,2017-09,Pony,0.2235294117647059
days_open_merged,mean,2017-09,PostScript,2.3806451612903228
days_open_merged,mean,2017-09,PowerBuilder,0.0
days_open_merged,mean,2017-09,PowerShell,4.016248153618907
days_open_merged,mean,2017-09,Processing,7.2556390977443606
days_open_merged,mean,2017-09,Prolog,7.6
days_open_merged,mean,2017-09,Propeller Spin,0.5555555555555556
days_open_merged,mean,2017-09,Protocol Buffer,5.721925133689839
days_open_merged,mean,2017-09,Puppet,7.850767085076709
days_open_merged,mean,2017-09,Pure Data,0.0
days_open_merged,mean,2017-09,PureBasic,2.625
days_open_merged,mean,2017-09,PureScript,7.562091503267974
days_open_merged,mean,2017-09,Python,5.822403691130015
days_open_merged,mean,2017-09,QML,2.695876288659794
days_open_merged,mean,2017-09,QMake,1.2857142857142858
days_open_merged,mean,2017-09,R,3.330909090909091
days_open_merged,mean,2017-09,RAML,3.36
days_open_merged,mean,2017-09,Racket,5.203821656050955
days_open_merged,mean,2017-09,Ragel,78.91666666666667
days_open_merged,mean,2017-09,Ragel in Ruby Host,2.0
days_open_merged,mean,2017-09,Rascal,0.4
days_open_merged,mean,2017-09,Rebol,0.1875
days_open_merged,mean,2017-09,Red,1.8333333333333333
days_open_merged,mean,2017-09,Ren'Py,0.0625
days_open_merged,mean,2017-09,RenderScript,0.0
days_open_merged,mean,2017-09,Ring,0.03333333333333333
days_open_merged,mean,2017-09,RobotFramework,0.5897435897435898
days_open_merged,mean,2017-09,Roff,3.4224806201550386
days_open_merged,mean,2017-09,Ruby,4.38278889048784
days_open_merged,mean,2017-09,Rust,4.35856318152662
days_open_merged,mean,2017-09,SAS,0.0
days_open_merged,mean,2017-09,SMT,2.0
days_open_merged,mean,2017-09,SQF,3.60989010989011
days_open_merged,mean,2017-09,SQLPL,1.771186440677966
days_open_merged,mean,2017-09,SRecode Template,2.5
days_open_merged,mean,2017-09,SaltStack,6.507042253521127
days_open_merged,mean,2017-09,Scala,4.664273648648648
days_open_merged,mean,2017-09,Scheme,1.0792079207920793
days_open_merged,mean,2017-09,Scilab,0.0
days_open_merged,mean,2017-09,Self,1.0
days_open_merged,mean,2017-09,ShaderLab,0.0
days_open_merged,mean,2017-09,Shell,4.812162071957813
days_open_merged,mean,2017-09,Shen,
days_open_merged,mean,2017-09,Slash,4.8
days_open_merged,mean,2017-09,Smali,0.6
days_open_merged,mean,2017-09,Smalltalk,3.621794871794872
days_open_merged,mean,2017-09,Smarty,4.3677991137370755
days_open_merged,mean,2017-09,SourcePawn,4.347222222222222
days_open_merged,mean,2017-09,Squirrel,7.153846153846154
days_open_merged,mean,2017-09,Stan,10.0
days_open_merged,mean,2017-09,Standard ML,4.053333333333334
days_open_merged,mean,2017-09,Stata,8.576923076923077
days_open_merged,mean,2017-09,SuperCollider,0.0
days_open_merged,mean,2017-09,Swift,4.652975167890052
days_open_merged,mean,2017-09,SystemVerilog,0.7272727272727273
days_open_merged,mean,2017-09,TI Program,
days_open_merged,mean,2017-09,Tcl,4.114942528735632
days_open_merged,mean,2017-09,TeX,4.626466753585397
days_open_merged,mean,2017-09,Terra,1.375
days_open_merged,mean,2017-09,Thrift,0.4782608695652174
days_open_merged,mean,2017-09,Turing,
days_open_merged,mean,2017-09,TypeScript,2.063004997431227
days_open_merged,mean,2017-09,Uno,0.0
days_open_merged,mean,2017-09,UnrealScript,5.074074074074074
days_open_merged,mean,2017-09,VCL,
days_open_merged,mean,2017-09,VHDL,0.7761194029850746
days_open_merged,mean,2017-09,Vala,6.562231759656652
days_open_merged,mean,2017-09,Verilog,1.484375
