language1,language2,common_actors
JavaScript,Harbour,1
JavaScript,PAWN,0
JavaScript,Lean,0
JavaScript,COBOL,1
JavaScript,Idris,0
JavaScript,DTrace,0
JavaScript,PureBasic,1
JavaScript,Terra,0
JavaScript,AppleScript,0
JavaScript,Mako,0
JavaScript,Bro,0
JavaScript,ooc,0
JavaScript,Rascal,0
JavaScript,Slash,0
JavaScript,QMake,0
JavaScript,Lex,0
JavaScript,Logtalk,1
JavaScript,Groff,0
JavaScript,PowerBuilder,0
JavaScript,MQL5,0
JavaScript,Uno,0
JavaScript,Inno Setup,0
JavaScript,NetLogo,0
JavaScript,Mask,0
JavaScript,LOLCODE,1
JavaScript,Agda,0
JavaScript,Pan,0
JavaScript,Cucumber,1
JavaScript,MoonScript,1
JavaScript,Xojo,0
JavaScript,Zephir,0
JavaScript,E,0
JavaScript,Clean,0
JavaScript,NewLisp,0
JavaScript,Isabelle,1
JavaScript,LoomScript,0
JavaScript,Limbo,0
JavaScript,Mercury,1
JavaScript,ECL,0
JavaScript,MQL4,0
JavaScript,Volt,0
JavaScript,Papyrus,0
JavaScript,Turing,0
JavaScript,Factor,0
JavaScript,HLSL,0
JavaScript,Pep8,0
JavaScript,XProc,0
JavaScript,LilyPond,0
JavaScript,Genshi,0
JavaScript,Nimrod,0
JavaScript,Ragel in Ruby Host,0
JavaScript,Io,0
JavaScript,RenderScript,1
JavaScript,Jasmin,0
JavaScript,X10,0
JavaScript,EQ,0
JavaScript,DOT,0
JavaScript,Self,0
JavaScript,Meson,0
JavaScript,FLUX,0
JavaScript,Component Pascal,1
JavaScript,WebIDL,1
JavaScript,GAMS,0
JavaScript,xBase,0
Python,Java,526
Python,HTML,980
Python,Ruby,354
Python,PHP,246
Python,C++,613
Python,Go,365
Python,CSS,402
Python,C#,124
Python,TypeScript,121
Python,C,446
Python,Shell,879
Python,Scala,65
Python,Swift,40
Python,PowerShell,18
Python,Rust,64
Python,Objective-C,38
Python,Jupyter Notebook,332
Python,DM,5
Python,R,42
Python,Lua,32
Python,Kotlin,16
Python,Perl,63
Python,Vue,14
Python,Groovy,63
Python,Makefile,109
Python,Elixir,27
Python,Julia,14
Python,CoffeeScript,32
Python,Haskell,21
Python,TeX,70
Python,Clojure,19
Python,HCL,39
Python,Nix,13
Python,OCaml,9
Python,XSLT,27
Python,Vim script,20
Python,CMake,61
Python,Matlab,24
Python,Smarty,22
Python,Dart,7
Python,Puppet,27
Python,Erlang,14
Python,Fortran,15
Python,PLpgSQL,23
Python,Emacs Lisp,15
Python,Visual Basic,2
Python,Arduino,12
Python,F#,2
Python,Assembly,9
Python,D,3
Python,Batchfile,11
Python,Crystal,1
Python,Elm,7
Python,Chapel,0
Python,Roff,11
Python,Vala,5
Python,Apex,2
Python,Gherkin,16
Python,PLSQL,6
Python,SaltStack,28
Python,Perl 6,2
Python,QML,12
Python,Protocol Buffer,19
Python,SQF,0
Python,Haxe,1
Python,Web Ontology Language,6
Python,Liquid,1
Python,ColdFusion,0
Python,ApacheConf,8
Python,Tcl,3
Python,Common Lisp,6
Python,BitBake,10
Python,FreeMarker,1
Python,Modelica,3
Python,PureScript,1
Python,Nim,2
Python,Smalltalk,1
Python,Eagle,4
Python,Pascal,2
Python,PostScript,8
Python,Racket,1
Python,Standard ML,3
Python,WebAssembly,0
Python,Nginx,14
Python,Processing,2
Python,GAP,1
Python,ASP,2
Python,SQLPL,1
Python,API Blueprint,1
Python,Logos,3
Python,Scheme,3
Python,ActionScript,2
Python,Mathematica,2
Python,Pony,0
Python,MAXScript,0
Python,LabVIEW,0
Python,RobotFramework,6
Python,SourcePawn,0
Python,Verilog,2
Python,NSIS,3
Python,VHDL,3
Python,SMT,0
Python,DIGITAL Command Language,2
Python,Coq,1
Python,Cuda,2
Python,Yacc,0
Python,Xtend,0
Python,VimL,3
Python,XC,2
Python,RAML,2
Python,LiveScript,1
Python,Prolog,0
Python,CartoCSS,1
Python,AutoHotkey,0
Python,P4,2
Python,Inform 7,0
Python,GLSL,3
Python,M4,5
Python,XQuery,1
Python,Objective-C++,3
Python,Gosu,0
Python,OpenEdge ABL,0
Python,1C Enterprise,0
Python,Objective-J,0
Python,LookML,0
Python,GDScript,2
Python,Red,0
Python,Gnuplot,0
Python,LLVM,1
Python,nesC,1
Python,Ring,0
Python,UnrealScript,0
Python,Stata,0
Python,ABAP,0
Python,Scilab,1
Python,SystemVerilog,0
Python,Hack,1
Python,Thrift,0
Python,ANTLR,1
Python,Game Maker Language,2
Python,ShaderLab,0
Python,Perl6,0
Python,AGS Script,1
Python,OpenSCAD,1
Python,IDL,1
Python,Eiffel,0
Python,Forth,0
Python,Ada,1
Python,Pure Data,0
Python,Brightscript,0
Python,AutoIt,0
Python,Ren'Py,2
Python,Augeas,1
Python,HyPhy,1
Python,SuperCollider,0
Python,M,0
Python,GCC Machine Description,0
Python,Rebol,0
Python,EmberScript,4
Python,LSL,0
Python,SAS,0
Python,POV-Ray SDL,2
Python,NCL,0
Python,FORTRAN,2
Python,KiCad,0
Python,IGOR Pro,0
Python,AMPL,1
Python,Stan,0
Python,Awk,0
Python,Max,0
Python,Squirrel,0
Python,APL,0
Python,Ceylon,0
Python,Ragel,0
Python,Brainfuck,1
Python,SRecode Template,0
Python,CLIPS,0
Python,Smali,0
Python,Propeller Spin,0
Python,Harbour,0
Python,PAWN,1
Python,Lean,0
Python,COBOL,0
Python,Idris,0
Python,DTrace,0
Python,PureBasic,0
Python,Terra,0
Python,AppleScript,3
Python,Mako,1
Python,Bro,2
Python,ooc,0
Python,Rascal,0
Python,Slash,0
Python,QMake,0
Python,Lex,1
Python,Logtalk,0
Python,Groff,0
Python,PowerBuilder,0
Python,MQL5,0
Python,Uno,0
Python,Inno Setup,1
Python,NetLogo,0
Python,Mask,0
Python,LOLCODE,0
Python,Agda,0
Python,Pan,1
Python,Cucumber,0
Python,MoonScript,0
Python,Xojo,0
Python,Zephir,0
Python,E,0
Python,Clean,0
Python,NewLisp,0
Python,Isabelle,0
Python,LoomScript,0
Python,Limbo,0
Python,Mercury,2
Python,ECL,0
Python,MQL4,0
Python,Volt,0
Python,Papyrus,0
Python,Turing,0
Python,Factor,0
Python,HLSL,0
Python,Pep8,0
Python,XProc,0
Python,LilyPond,1
Python,Genshi,0
Python,Nimrod,0
Python,Ragel in Ruby Host,0
Python,Io,1
Python,RenderScript,1
Python,Jasmin,0
Python,X10,0
Python,EQ,0
Python,DOT,0
Python,Self,0
Python,Meson,1
Python,FLUX,0
Python,Component Pascal,0
Python,WebIDL,0
Python,GAMS,1
Python,xBase,0
Java,HTML,598
Java,Ruby,200
Java,PHP,176
Java,C++,209
Java,Go,161
Java,CSS,305
Java,C#,159
Java,TypeScript,191
Java,C,178
Java,Shell,414
Java,Scala,111
Java,Swift,82
Java,PowerShell,5
Java,Rust,18
Java,Objective-C,146
Java,Jupyter Notebook,28
Java,DM,1
Java,R,15
Java,Lua,9
Java,Kotlin,125
Java,Perl,28
Java,Vue,9
Java,Groovy,107
Java,Makefile,59
Java,Elixir,9
Java,Julia,0
Java,CoffeeScript,13
Java,Haskell,6
Java,TeX,25
Java,Clojure,24
Java,HCL,12
Java,Nix,0
Java,OCaml,3
Java,XSLT,47
Java,Vim script,3
Java,CMake,5
Java,Matlab,10
Java,Smarty,10
Java,Dart,8
Java,Puppet,5
Java,Erlang,7
Java,Fortran,2
Java,PLpgSQL,11
Java,Emacs Lisp,4
Java,Visual Basic,4
Java,Arduino,6
Java,F#,0
Java,Assembly,7
Java,D,0
Java,Batchfile,8
Java,Crystal,2
Java,Elm,1
Java,Chapel,0
Java,Roff,10
Java,Vala,0
Java,Apex,0
Java,Gherkin,13
Java,PLSQL,6
Java,SaltStack,0
Java,Perl 6,2
Java,QML,0
Java,Protocol Buffer,18
Java,SQF,0
Java,Haxe,2
Java,Web Ontology Language,4
Java,Liquid,2
Java,ColdFusion,1
Java,ApacheConf,1
Java,Tcl,1
Java,Common Lisp,0
Java,BitBake,0
Java,FreeMarker,3
Java,Modelica,1
Java,PureScript,0
Java,Nim,0
Java,Smalltalk,1
Java,Eagle,1
Java,Pascal,1
Java,PostScript,1
Java,Racket,1
Java,Standard ML,6
Java,WebAssembly,0
Java,Nginx,3
Java,Processing,4
Java,GAP,0
Java,ASP,1
Java,SQLPL,11
Java,API Blueprint,1
Java,Logos,3
Java,Scheme,5
Java,ActionScript,1
Java,Mathematica,0
Java,Pony,0
Java,MAXScript,0
Java,LabVIEW,0
Java,RobotFramework,0
Java,SourcePawn,0
Java,Verilog,1
Java,NSIS,0
Java,VHDL,0
Java,SMT,0
Java,DIGITAL Command Language,0
Java,Coq,0
Java,Cuda,0
Java,Yacc,0
Java,Xtend,5
Java,VimL,1
Java,XC,0
Java,RAML,3
Java,LiveScript,0
Java,Prolog,1
Java,CartoCSS,0
Java,AutoHotkey,0
Java,P4,1
Java,Inform 7,0
Java,GLSL,0
Java,M4,1
Java,XQuery,2
Java,Objective-C++,5
Java,Gosu,0
Java,OpenEdge ABL,1
Java,1C Enterprise,1
Java,Objective-J,0
Java,LookML,0
Java,GDScript,1
Java,Red,0
Java,Gnuplot,0
Java,LLVM,0
Java,nesC,0
Java,Ring,0
Java,UnrealScript,0
Java,Stata,0
Java,ABAP,0
Java,Scilab,0
Java,SystemVerilog,0
Java,Hack,1
Java,Thrift,0
Java,ANTLR,0
Java,Game Maker Language,1
Java,ShaderLab,0
Java,Perl6,0
Java,AGS Script,0
Java,OpenSCAD,0
Java,IDL,2
Java,Eiffel,0
Java,Forth,0
Java,Ada,0
Java,Pure Data,0
Java,Brightscript,0
Java,AutoIt,0
Java,Ren'Py,0
Java,Augeas,0
Java,HyPhy,0
Java,SuperCollider,0
Java,M,0
Java,GCC Machine Description,0
Java,Rebol,0
Java,EmberScript,0
Java,LSL,0
Java,SAS,0
Java,POV-Ray SDL,0
Java,NCL,0
Java,FORTRAN,1
Java,KiCad,0
Java,IGOR Pro,0
Java,AMPL,0
Java,Stan,0
Java,Awk,0
Java,Max,0
Java,Squirrel,0
Java,APL,0
Java,Ceylon,1
Java,Ragel,0
Java,Brainfuck,0
Java,SRecode Template,0
Java,CLIPS,0
Java,Smali,0
Java,Propeller Spin,0
Java,Harbour,0
Java,PAWN,0
Java,Lean,0
Java,COBOL,1
Java,Idris,0
Java,DTrace,0
Java,PureBasic,2
Java,Terra,0
Java,AppleScript,1
Java,Mako,0
Java,Bro,0
Java,ooc,0
Java,Rascal,0
Java,Slash,2
Java,QMake,1
Java,Lex,1
Java,Logtalk,0
Java,Groff,0
Java,PowerBuilder,0
Java,MQL5,0
Java,Uno,0
Java,Inno Setup,0
Java,NetLogo,0
Java,Mask,0
Java,LOLCODE,1
Java,Agda,0
Java,Pan,0
Java,Cucumber,0
Java,MoonScript,0
Java,Xojo,0
Java,Zephir,0
Java,E,0
Java,Clean,0
Java,NewLisp,0
Java,Isabelle,0
Java,LoomScript,0
Java,Limbo,0
Java,Mercury,1
Java,ECL,0
Java,MQL4,0
Java,Volt,0
Java,Papyrus,0
Java,Turing,0
Java,Factor,0
Java,HLSL,0
Java,Pep8,0
Java,XProc,0
Java,LilyPond,0
Java,Genshi,0
Java,Nimrod,0
Java,Ragel in Ruby Host,0
Java,Io,0
Java,RenderScript,1
Java,Jasmin,0
Java,X10,0
Java,EQ,0
Java,DOT,0
Java,Self,0
Java,Meson,0
Java,FLUX,0
Java,Component Pascal,0
Java,WebIDL,0
Java,GAMS,0
Java,xBase,0
HTML,Ruby,587
HTML,PHP,501
HTML,C++,206
HTML,Go,217
HTML,CSS,1262
HTML,C#,155
HTML,TypeScript,274
HTML,C,157
HTML,Shell,388
HTML,Scala,71
HTML,Swift,37
HTML,PowerShell,7
HTML,Rust,50
HTML,Objective-C,48
HTML,Jupyter Notebook,84
HTML,DM,1
HTML,R,88
HTML,Lua,16
HTML,Kotlin,16
HTML,Perl,26
HTML,Vue,29
HTML,Groovy,24
HTML,Makefile,49
HTML,Elixir,28
HTML,Julia,8
HTML,CoffeeScript,37
HTML,Haskell,18
HTML,TeX,37
HTML,Clojure,9
HTML,HCL,23
HTML,Nix,0
HTML,OCaml,9
HTML,XSLT,30
HTML,Vim script,9
HTML,CMake,16
HTML,Matlab,9
HTML,Smarty,12
HTML,Dart,8
HTML,Puppet,29
HTML,Erlang,4
HTML,Fortran,5
HTML,PLpgSQL,9
HTML,Emacs Lisp,6
HTML,Visual Basic,4
HTML,Arduino,6
HTML,F#,4
HTML,Assembly,4
HTML,D,1
HTML,Batchfile,10
HTML,Crystal,6
HTML,Elm,3
HTML,Chapel,0
HTML,Roff,6
HTML,Vala,2
HTML,Apex,0
HTML,Gherkin,1
HTML,PLSQL,2
HTML,SaltStack,6
HTML,Perl 6,2
HTML,QML,0
HTML,Protocol Buffer,2
HTML,SQF,1
HTML,Haxe,3
HTML,Web Ontology Language,6
HTML,Liquid,1
HTML,ColdFusion,0
HTML,ApacheConf,12
HTML,Tcl,0
HTML,Common Lisp,0
HTML,BitBake,2
HTML,FreeMarker,1
HTML,Modelica,0
HTML,PureScript,1
HTML,Nim,1
HTML,Smalltalk,0
HTML,Eagle,3
HTML,Pascal,3
HTML,PostScript,5
HTML,Racket,1
HTML,Standard ML,4
HTML,WebAssembly,0
HTML,Nginx,7
HTML,Processing,1
HTML,GAP,0
HTML,ASP,2
HTML,SQLPL,4
HTML,API Blueprint,5
HTML,Logos,0
HTML,Scheme,1
HTML,ActionScript,3
HTML,Mathematica,0
HTML,Pony,2
HTML,MAXScript,0
HTML,LabVIEW,0
HTML,RobotFramework,0
HTML,SourcePawn,2
HTML,Verilog,0
HTML,NSIS,1
HTML,VHDL,3
HTML,SMT,0
HTML,DIGITAL Command Language,0
HTML,Coq,0
HTML,Cuda,0
HTML,Yacc,1
HTML,Xtend,0
HTML,VimL,1
HTML,XC,0
HTML,RAML,2
HTML,LiveScript,3
HTML,Prolog,1
HTML,CartoCSS,1
HTML,AutoHotkey,1
HTML,P4,0
HTML,Inform 7,0
HTML,GLSL,0
HTML,M4,2
HTML,XQuery,1
HTML,Objective-C++,0
HTML,Gosu,0
HTML,OpenEdge ABL,0
HTML,1C Enterprise,0
HTML,Objective-J,1
HTML,LookML,0
HTML,GDScript,0
HTML,Red,0
HTML,Gnuplot,0
HTML,LLVM,0
HTML,nesC,1
HTML,Ring,0
HTML,UnrealScript,0
HTML,Stata,0
HTML,ABAP,0
HTML,Scilab,0
HTML,SystemVerilog,1
HTML,Hack,0
HTML,Thrift,5
HTML,ANTLR,0
HTML,Game Maker Language,1
HTML,ShaderLab,0
HTML,Perl6,1
HTML,AGS Script,0
HTML,OpenSCAD,0
HTML,IDL,0
HTML,Eiffel,0
HTML,Forth,1
HTML,Ada,0
HTML,Pure Data,0
HTML,Brightscript,0
HTML,AutoIt,0
HTML,Ren'Py,0
HTML,Augeas,0
HTML,HyPhy,0
HTML,SuperCollider,0
HTML,M,1
HTML,GCC Machine Description,0
HTML,Rebol,0
HTML,EmberScript,0
HTML,LSL,2
HTML,SAS,1
HTML,POV-Ray SDL,0
HTML,NCL,0
HTML,FORTRAN,0
HTML,KiCad,0
HTML,IGOR Pro,0
HTML,AMPL,0
HTML,Stan,1
HTML,Awk,0
HTML,Max,1
HTML,Squirrel,0
HTML,APL,0
HTML,Ceylon,0
HTML,Ragel,0
HTML,Brainfuck,0
HTML,SRecode Template,0
HTML,CLIPS,0
HTML,Smali,1
HTML,Propeller Spin,0
HTML,Harbour,0
HTML,PAWN,0
HTML,Lean,0
HTML,COBOL,1
HTML,Idris,0
HTML,DTrace,0
HTML,PureBasic,0
HTML,Terra,0
HTML,AppleScript,0
HTML,Mako,0
HTML,Bro,0
HTML,ooc,0
HTML,Rascal,0
HTML,Slash,0
HTML,QMake,0
HTML,Lex,0
HTML,Logtalk,0
HTML,Groff,0
HTML,PowerBuilder,0
HTML,MQL5,0
HTML,Uno,0
HTML,Inno Setup,0
HTML,NetLogo,0
HTML,Mask,0
HTML,LOLCODE,0
HTML,Agda,0
HTML,Pan,1
HTML,Cucumber,1
HTML,MoonScript,0
HTML,Xojo,0
HTML,Zephir,0
HTML,E,0
HTML,Clean,0
HTML,NewLisp,0
HTML,Isabelle,0
HTML,LoomScript,0
HTML,Limbo,0
HTML,Mercury,0
HTML,ECL,0
HTML,MQL4,0
HTML,Volt,0
HTML,Papyrus,0
HTML,Turing,0
HTML,Factor,0
HTML,HLSL,0
HTML,Pep8,0
HTML,XProc,0
HTML,LilyPond,0
HTML,Genshi,1
HTML,Nimrod,0
HTML,Ragel in Ruby Host,0
HTML,Io,0
HTML,RenderScript,1
HTML,Jasmin,0
HTML,X10,1
HTML,EQ,0
HTML,DOT,0
HTML,Self,0
HTML,Meson,0
HTML,FLUX,0
HTML,Component Pascal,1
HTML,WebIDL,0
HTML,GAMS,0
HTML,xBase,0
Ruby,PHP,143
Ruby,C++,69
Ruby,Go,167
Ruby,CSS,322
Ruby,C#,43
Ruby,TypeScript,70
Ruby,C,92
Ruby,Shell,331
Ruby,Scala,26
Ruby,Swift,54
Ruby,PowerShell,12
Ruby,Rust,24
Ruby,Objective-C,60
Ruby,Jupyter Notebook,10
Ruby,DM,0
Ruby,R,11
Ruby,Lua,11
Ruby,Kotlin,5
Ruby,Perl,21
Ruby,Vue,8
Ruby,Groovy,24
Ruby,Makefile,46
Ruby,Elixir,46
Ruby,Julia,0
Ruby,CoffeeScript,41
Ruby,Haskell,6
Ruby,TeX,6
Ruby,Clojure,24
Ruby,HCL,38
Ruby,Nix,1
Ruby,OCaml,5
Ruby,XSLT,18
Ruby,Vim script,25
Ruby,CMake,6
Ruby,Matlab,2
Ruby,Smarty,3
Ruby,Dart,3
Ruby,Puppet,81
Ruby,Erlang,7
Ruby,Fortran,1
Ruby,PLpgSQL,5
Ruby,Emacs Lisp,12
Ruby,Visual Basic,1
Ruby,Arduino,1
Ruby,F#,3
Ruby,Assembly,1
Ruby,D,1
Ruby,Batchfile,1
Ruby,Crystal,6
Ruby,Elm,4
Ruby,Chapel,0
Ruby,Roff,6
Ruby,Vala,0
Ruby,Apex,1
Ruby,Gherkin,11
Ruby,PLSQL,2
Ruby,SaltStack,12
Ruby,Perl 6,0
Ruby,QML,0
Ruby,Protocol Buffer,0
Ruby,SQF,0
Ruby,Haxe,2
Ruby,Web Ontology Language,4
Ruby,Liquid,3
Ruby,ColdFusion,1
Ruby,ApacheConf,1
Ruby,Tcl,3
Ruby,Common Lisp,0
Ruby,BitBake,2
Ruby,FreeMarker,0
Ruby,Modelica,0
Ruby,PureScript,0
Ruby,Nim,1
Ruby,Smalltalk,0
Ruby,Eagle,1
Ruby,Pascal,4
Ruby,PostScript,2
Ruby,Racket,1
Ruby,Standard ML,3
Ruby,WebAssembly,0
Ruby,Nginx,4
Ruby,Processing,0
Ruby,GAP,0
Ruby,ASP,0
Ruby,SQLPL,3
Ruby,API Blueprint,1
Ruby,Logos,0
Ruby,Scheme,3
Ruby,ActionScript,0
Ruby,Mathematica,1
Ruby,Pony,1
Ruby,MAXScript,0
Ruby,LabVIEW,0
Ruby,RobotFramework,0
Ruby,SourcePawn,1
Ruby,Verilog,0
Ruby,NSIS,0
Ruby,VHDL,0
Ruby,SMT,0
Ruby,DIGITAL Command Language,2
Ruby,Coq,0
Ruby,Cuda,0
Ruby,Yacc,2
Ruby,Xtend,0
Ruby,VimL,5
Ruby,XC,0
Ruby,RAML,0
Ruby,LiveScript,0
Ruby,Prolog,0
Ruby,CartoCSS,0
Ruby,AutoHotkey,0
Ruby,P4,0
Ruby,Inform 7,0
Ruby,GLSL,0
Ruby,M4,1
Ruby,XQuery,0
Ruby,Objective-C++,0
Ruby,Gosu,0
Ruby,OpenEdge ABL,0
Ruby,1C Enterprise,0
Ruby,Objective-J,0
Ruby,LookML,1
Ruby,GDScript,0
Ruby,Red,0
Ruby,Gnuplot,1
Ruby,LLVM,0
Ruby,nesC,0
Ruby,Ring,0
Ruby,UnrealScript,0
Ruby,Stata,0
Ruby,ABAP,1
Ruby,Scilab,0
Ruby,SystemVerilog,0
Ruby,Hack,0
Ruby,Thrift,0
Ruby,ANTLR,0
Ruby,Game Maker Language,0
Ruby,ShaderLab,0
Ruby,Perl6,0
Ruby,AGS Script,0
Ruby,OpenSCAD,0
Ruby,IDL,0
Ruby,Eiffel,0
Ruby,Forth,0
Ruby,Ada,0
Ruby,Pure Data,0
Ruby,Brightscript,0
Ruby,AutoIt,0
Ruby,Ren'Py,0
Ruby,Augeas,1
Ruby,HyPhy,0
Ruby,SuperCollider,0
Ruby,M,0
Ruby,GCC Machine Description,0
Ruby,Rebol,0
Ruby,EmberScript,0
Ruby,LSL,0
Ruby,SAS,0
Ruby,POV-Ray SDL,0
Ruby,NCL,0
Ruby,FORTRAN,0
Ruby,KiCad,0
Ruby,IGOR Pro,0
Ruby,AMPL,0
Ruby,Stan,0
Ruby,Awk,0
Ruby,Max,0
Ruby,Squirrel,0
Ruby,APL,0
Ruby,Ceylon,0
Ruby,Ragel,1
Ruby,Brainfuck,0
Ruby,SRecode Template,0
Ruby,CLIPS,0
Ruby,Smali,0
Ruby,Propeller Spin,0
Ruby,Harbour,0
Ruby,PAWN,0
Ruby,Lean,0
Ruby,COBOL,0
Ruby,Idris,1
Ruby,DTrace,0
Ruby,PureBasic,0
Ruby,Terra,0
Ruby,AppleScript,0
Ruby,Mako,0
Ruby,Bro,0
Ruby,ooc,0
Ruby,Rascal,0
Ruby,Slash,0
Ruby,QMake,0
Ruby,Lex,0
Ruby,Logtalk,0
Ruby,Groff,0
Ruby,PowerBuilder,0
Ruby,MQL5,0
Ruby,Uno,0
Ruby,Inno Setup,0
Ruby,NetLogo,0
Ruby,Mask,0
Ruby,LOLCODE,1
Ruby,Agda,0
Ruby,Pan,0
Ruby,Cucumber,0
Ruby,MoonScript,0
Ruby,Xojo,0
Ruby,Zephir,0
Ruby,E,0
Ruby,Clean,0
Ruby,NewLisp,0
Ruby,Isabelle,0
Ruby,LoomScript,1
Ruby,Limbo,0
Ruby,Mercury,0
Ruby,ECL,0
Ruby,MQL4,0
Ruby,Volt,0
Ruby,Papyrus,0
Ruby,Turing,0
Ruby,Factor,0
Ruby,HLSL,0
Ruby,Pep8,0
Ruby,XProc,0
Ruby,LilyPond,0
Ruby,Genshi,0
Ruby,Nimrod,0
Ruby,Ragel in Ruby Host,0
Ruby,Io,0
Ruby,RenderScript,0
Ruby,Jasmin,0
Ruby,X10,0
Ruby,EQ,0
Ruby,DOT,0
Ruby,Self,0
Ruby,Meson,0
Ruby,FLUX,0
Ruby,Component Pascal,0
Ruby,WebIDL,0
Ruby,GAMS,0
Ruby,xBase,0
PHP,C++,67
PHP,Go,72
PHP,CSS,377
PHP,C#,77
PHP,TypeScript,70
PHP,C,64
PHP,Shell,196
PHP,Scala,7
PHP,Swift,18
PHP,PowerShell,8
PHP,Rust,9
PHP,Objective-C,14
PHP,Jupyter Notebook,3
PHP,DM,0
PHP,R,4
PHP,Lua,6
